Name,ReferenceDate,DailyReturn
S&P 500 Total Return Index,11/3/17,0.3195
S&P 500 Total Return Index,11/6/17,0.1355
S&P 500 Total Return Index,11/7/17,-0.0183
S&P 500 Total Return Index,11/8/17,0.1462
S&P 500 Total Return Index,11/9/17,-0.3517
S&P 500 Total Return Index,11/10/17,-0.0538
S&P 500 Total Return Index,11/13/17,0.1006
S&P 500 Total Return Index,11/14/17,-0.2155
S&P 500 Total Return Index,11/15/17,-0.5299
S&P 500 Total Return Index,11/16/17,0.8525
S&P 500 Total Return Index,11/17/17,-0.259
S&P 500 Total Return Index,11/20/17,0.1307
S&P 500 Total Return Index,11/21/17,0.6557
S&P 500 Total Return Index,11/22/17,-0.0662
S&P 500 Total Return Index,11/24/17,0.2103
S&P 500 Total Return Index,11/27/17,-0.0272
S&P 500 Total Return Index,11/28/17,0.9888
S&P 500 Total Return Index,11/29/17,-0.0241
S&P 500 Total Return Index,11/30/17,0.8561
S&P 500 Total Return Index,12/1/17,-0.1984
S&P 500 Total Return Index,12/4/17,-0.103
S&P 500 Total Return Index,12/5/17,-0.3695
S&P 500 Total Return Index,12/6/17,-0.009
S&P 500 Total Return Index,12/7/17,0.3107
S&P 500 Total Return Index,12/8/17,0.5611
S&P 500 Total Return Index,12/11/17,0.3206
S&P 500 Total Return Index,12/12/17,0.1584
S&P 500 Total Return Index,12/13/17,-0.0439
S&P 500 Total Return Index,12/14/17,-0.39
S&P 500 Total Return Index,12/15/17,0.9028
S&P 500 Total Return Index,12/18/17,0.5405
S&P 500 Total Return Index,12/19/17,-0.3214
S&P 500 Total Return Index,12/20/17,-0.0697
S&P 500 Total Return Index,12/21/17,0.1986
S&P 500 Total Return Index,12/22/17,-0.0453
S&P 500 Total Return Index,12/26/17,-0.101
S&P 500 Total Return Index,12/27/17,0.0861
S&P 500 Total Return Index,12/28/17,0.2023
S&P 500 Total Return Index,12/29/17,-0.5121
S&P 500 Total Return Index,1/2/18,0.8349
S&P 500 Total Return Index,1/3/18,0.64
S&P 500 Total Return Index,1/4/18,0.4236
S&P 500 Total Return Index,1/5/18,0.7033
S&P 500 Total Return Index,1/8/18,0.168
S&P 500 Total Return Index,1/9/18,0.1601
S&P 500 Total Return Index,1/10/18,-0.1105
S&P 500 Total Return Index,1/11/18,0.7112
S&P 500 Total Return Index,1/12/18,0.6753
S&P 500 Total Return Index,1/16/18,-0.3506
S&P 500 Total Return Index,1/17/18,0.9413
S&P 500 Total Return Index,1/18/18,-0.1527
S&P 500 Total Return Index,1/19/18,0.4409
S&P 500 Total Return Index,1/22/18,0.8082
S&P 500 Total Return Index,1/23/18,0.2214
S&P 500 Total Return Index,1/24/18,-0.056
S&P 500 Total Return Index,1/25/18,0.0605
S&P 500 Total Return Index,1/26/18,1.1858
S&P 500 Total Return Index,1/29/18,-0.6673
S&P 500 Total Return Index,1/30/18,-1.083
S&P 500 Total Return Index,1/31/18,0.0517
S&P 500 Total Return Index,2/1/18,-0.0455
S&P 500 Total Return Index,2/2/18,-2.1147
S&P 500 Total Return Index,2/5/18,-4.0976
S&P 500 Total Return Index,2/6/18,1.7551
S&P 500 Total Return Index,2/7/18,-0.4975
S&P 500 Total Return Index,2/8/18,-3.7392
S&P 500 Total Return Index,2/9/18,1.5264
S&P 500 Total Return Index,2/12/18,1.395
S&P 500 Total Return Index,2/13/18,0.2669
S&P 500 Total Return Index,2/14/18,1.3688
S&P 500 Total Return Index,2/15/18,1.2311
S&P 500 Total Return Index,2/16/18,0.0463
S&P 500 Total Return Index,2/20/18,-0.5773
S&P 500 Total Return Index,2/21/18,-0.5476
S&P 500 Total Return Index,2/22/18,0.1059
S&P 500 Total Return Index,2/23/18,1.609
S&P 500 Total Return Index,2/26/18,1.1881
S&P 500 Total Return Index,2/27/18,-1.2564
S&P 500 Total Return Index,2/28/18,-1.0993
S&P 500 Total Return Index,3/1/18,-1.317
S&P 500 Total Return Index,3/2/18,0.5166
S&P 500 Total Return Index,3/5/18,1.1038
S&P 500 Total Return Index,3/6/18,0.2692
S&P 500 Total Return Index,3/7/18,-0.0416
S&P 500 Total Return Index,3/8/18,0.4734
S&P 500 Total Return Index,3/9/18,1.7404
S&P 500 Total Return Index,3/12/18,-0.1271
S&P 500 Total Return Index,3/13/18,-0.6306
S&P 500 Total Return Index,3/14/18,-0.5446
S&P 500 Total Return Index,3/15/18,-0.0721
S&P 500 Total Return Index,3/16/18,0.1738
S&P 500 Total Return Index,3/19/18,-1.4198
S&P 500 Total Return Index,3/20/18,0.15
S&P 500 Total Return Index,3/21/18,-0.1737
S&P 500 Total Return Index,3/22/18,-2.5125
S&P 500 Total Return Index,3/23/18,-2.0954
S&P 500 Total Return Index,3/26/18,2.7157
S&P 500 Total Return Index,3/27/18,-1.7274
S&P 500 Total Return Index,3/28/18,-0.2748
S&P 500 Total Return Index,3/29/18,1.3816
S&P 500 Total Return Index,4/2/18,-2.2327
S&P 500 Total Return Index,4/3/18,1.2656
S&P 500 Total Return Index,4/4/18,1.1639
S&P 500 Total Return Index,4/5/18,0.7008
S&P 500 Total Return Index,4/6/18,-2.1901
S&P 500 Total Return Index,4/9/18,0.3635
S&P 500 Total Return Index,4/10/18,1.6757
S&P 500 Total Return Index,4/11/18,-0.548
S&P 500 Total Return Index,4/12/18,0.8372
S&P 500 Total Return Index,4/13/18,-0.2868
S&P 500 Total Return Index,4/16/18,0.8136
S&P 500 Total Return Index,4/17/18,1.0659
S&P 500 Total Return Index,4/18/18,0.0833
S&P 500 Total Return Index,4/19/18,-0.5602
S&P 500 Total Return Index,4/20/18,-0.8488
S&P 500 Total Return Index,4/23/18,0.0055
S&P 500 Total Return Index,4/24/18,-1.3357
S&P 500 Total Return Index,4/25/18,0.1837
S&P 500 Total Return Index,4/26/18,1.0437
S&P 500 Total Return Index,4/27/18,0.117
S&P 500 Total Return Index,4/30/18,-0.8154
S&P 500 Total Return Index,5/1/18,0.2555
S&P 500 Total Return Index,5/2/18,-0.7207
S&P 500 Total Return Index,5/3/18,-0.2146
S&P 500 Total Return Index,5/4/18,1.2992
S&P 500 Total Return Index,5/7/18,0.3476
S&P 500 Total Return Index,5/8/18,-0.0256
S&P 500 Total Return Index,5/9/18,0.9801
S&P 500 Total Return Index,5/10/18,0.9598
S&P 500 Total Return Index,5/11/18,0.2057
S&P 500 Total Return Index,5/14/18,0.0928
S&P 500 Total Return Index,5/15/18,-0.6797
S&P 500 Total Return Index,5/16/18,0.4339
S&P 500 Total Return Index,5/17/18,-0.0569
S&P 500 Total Return Index,5/18/18,-0.2551
S&P 500 Total Return Index,5/21/18,0.7417
S&P 500 Total Return Index,5/22/18,-0.3118
S&P 500 Total Return Index,5/23/18,0.3277
S&P 500 Total Return Index,5/24/18,-0.1987
S&P 500 Total Return Index,5/25/18,-0.2241
S&P 500 Total Return Index,5/29/18,-1.1522
S&P 500 Total Return Index,5/30/18,1.2876
S&P 500 Total Return Index,5/31/18,-0.6661
S&P 500 Total Return Index,6/1/18,1.0942
S&P 500 Total Return Index,6/4/18,0.4503
S&P 500 Total Return Index,6/5/18,0.0763
S&P 500 Total Return Index,6/6/18,0.8598
S&P 500 Total Return Index,6/7/18,-0.0534
S&P 500 Total Return Index,6/8/18,0.3164
S&P 500 Total Return Index,6/11/18,0.1074
S&P 500 Total Return Index,6/12/18,0.1788
S&P 500 Total Return Index,6/13/18,-0.3988
S&P 500 Total Return Index,6/14/18,0.2777
S&P 500 Total Return Index,6/15/18,-0.0913
S&P 500 Total Return Index,6/18/18,-0.211
S&P 500 Total Return Index,6/19/18,-0.3976
S&P 500 Total Return Index,6/20/18,0.1711
S&P 500 Total Return Index,6/21/18,-0.6249
S&P 500 Total Return Index,6/22/18,0.189
S&P 500 Total Return Index,6/25/18,-1.3723
S&P 500 Total Return Index,6/26/18,0.2203
S&P 500 Total Return Index,6/27/18,-0.8606
S&P 500 Total Return Index,6/28/18,0.6315
S&P 500 Total Return Index,6/29/18,0.0821
S&P 500 Total Return Index,7/2/18,0.3114
S&P 500 Total Return Index,7/3/18,-0.4948
S&P 500 Total Return Index,7/5/18,0.8865
S&P 500 Total Return Index,7/6/18,0.8552
S&P 500 Total Return Index,7/9/18,0.9114
S&P 500 Total Return Index,7/10/18,0.3494
S&P 500 Total Return Index,7/11/18,-0.7094
S&P 500 Total Return Index,7/12/18,0.8849
S&P 500 Total Return Index,7/13/18,0.1083
S&P 500 Total Return Index,7/16/18,-0.098
S&P 500 Total Return Index,7/17/18,0.3989
S&P 500 Total Return Index,7/18/18,0.2159
S&P 500 Total Return Index,7/19/18,-0.3849
S&P 500 Total Return Index,7/20/18,-0.0907
S&P 500 Total Return Index,7/23/18,0.184
S&P 500 Total Return Index,7/24/18,0.4829
S&P 500 Total Return Index,7/25/18,0.9109
S&P 500 Total Return Index,7/26/18,-0.3031
S&P 500 Total Return Index,7/27/18,-0.6561
S&P 500 Total Return Index,7/30/18,-0.5671
S&P 500 Total Return Index,7/31/18,0.4916
S&P 500 Total Return Index,8/1/18,-0.104
S&P 500 Total Return Index,8/2/18,0.503
S&P 500 Total Return Index,8/3/18,0.4779
S&P 500 Total Return Index,8/6/18,0.3633
S&P 500 Total Return Index,8/7/18,0.2835
S&P 500 Total Return Index,8/8/18,-0.0232
S&P 500 Total Return Index,8/9/18,-0.1184
S&P 500 Total Return Index,8/10/18,-0.6814
S&P 500 Total Return Index,8/13/18,-0.399
S&P 500 Total Return Index,8/14/18,0.6476
S&P 500 Total Return Index,8/15/18,-0.7418
S&P 500 Total Return Index,8/16/18,0.822
S&P 500 Total Return Index,8/17/18,0.3407
S&P 500 Total Return Index,8/20/18,0.2465
S&P 500 Total Return Index,8/21/18,0.2103
S&P 500 Total Return Index,8/22/18,-0.0368
S&P 500 Total Return Index,8/23/18,-0.163
S&P 500 Total Return Index,8/24/18,0.6209
S&P 500 Total Return Index,8/27/18,0.7785
S&P 500 Total Return Index,8/28/18,0.0278
S&P 500 Total Return Index,8/29/18,0.5788
S&P 500 Total Return Index,8/30/18,-0.4267
S&P 500 Total Return Index,8/31/18,0.0236
S&P 500 Total Return Index,9/4/18,-0.156
S&P 500 Total Return Index,9/5/18,-0.2796
S&P 500 Total Return Index,9/6/18,-0.3358
S&P 500 Total Return Index,9/7/18,-0.2131
S&P 500 Total Return Index,9/10/18,0.1896
S&P 500 Total Return Index,9/11/18,0.3808
S&P 500 Total Return Index,9/12/18,0.0366
S&P 500 Total Return Index,9/13/18,0.5547
S&P 500 Total Return Index,9/14/18,0.0425
S&P 500 Total Return Index,9/17/18,-0.5554
S&P 500 Total Return Index,9/18/18,0.5409
S&P 500 Total Return Index,9/19/18,0.1256
S&P 500 Total Return Index,9/20/18,0.7884
S&P 500 Total Return Index,9/21/18,-0.0345
S&P 500 Total Return Index,9/24/18,-0.3515
S&P 500 Total Return Index,9/25/18,-0.1232
S&P 500 Total Return Index,9/26/18,-0.3292
S&P 500 Total Return Index,9/27/18,0.295
S&P 500 Total Return Index,9/28/18,0.0035
S&P 500 Total Return Index,10/1/18,0.3649
S&P 500 Total Return Index,10/2/18,-0.036
S&P 500 Total Return Index,10/3/18,0.0711
S&P 500 Total Return Index,10/4/18,-0.7936
S&P 500 Total Return Index,10/5/18,-0.5515
S&P 500 Total Return Index,10/8/18,-0.0392
S&P 500 Total Return Index,10/9/18,-0.1127
S&P 500 Total Return Index,10/10/18,-3.2857
S&P 500 Total Return Index,10/11/18,-2.057
S&P 500 Total Return Index,10/12/18,1.4314
S&P 500 Total Return Index,10/15/18,-0.5883
S&P 500 Total Return Index,10/16/18,2.1524
S&P 500 Total Return Index,10/17/18,-0.0212
S&P 500 Total Return Index,10/18/18,-1.4295
S&P 500 Total Return Index,10/19/18,-0.0334
S&P 500 Total Return Index,10/22/18,-0.4274
S&P 500 Total Return Index,10/23/18,-0.5462
S&P 500 Total Return Index,10/24/18,-3.0864
S&P 500 Total Return Index,10/25/18,1.8623
S&P 500 Total Return Index,10/26/18,-1.7325
S&P 500 Total Return Index,10/29/18,-0.6547
S&P 500 Total Return Index,10/30/18,1.5756
S&P 500 Total Return Index,10/31/18,1.0885
S&P 500 Total Return Index,11/1/18,1.0586
S&P 500 Total Return Index,11/2/18,-0.6229
S&P 500 Total Return Index,11/5/18,0.5628
S&P 500 Total Return Index,11/6/18,0.6338
S&P 500 Total Return Index,11/7/18,2.1221
S&P 500 Total Return Index,11/8/18,-0.1985
S&P 500 Total Return Index,11/9/18,-0.9027
S&P 500 Total Return Index,11/12/18,-1.9703
S&P 500 Total Return Index,11/13/18,-0.1447
S&P 500 Total Return Index,11/14/18,-0.7308
S&P 500 Total Return Index,11/15/18,1.0921
S&P 500 Total Return Index,11/16/18,0.2296
S&P 500 Total Return Index,11/19/18,-1.6614
S&P 500 Total Return Index,11/20/18,-1.8077
S&P 500 Total Return Index,11/21/18,0.3126
S&P 500 Total Return Index,11/23/18,-0.6502
S&P 500 Total Return Index,11/26/18,1.5652
S&P 500 Total Return Index,11/27/18,0.3271
S&P 500 Total Return Index,11/28/18,2.3039
S&P 500 Total Return Index,11/29/18,-0.1953
S&P 500 Total Return Index,11/30/18,0.8359
S&P 500 Total Return Index,12/3/18,1.0942
S&P 500 Total Return Index,12/4/18,-3.2308
S&P 500 Total Return Index,12/6/18,-0.1209
S&P 500 Total Return Index,12/7/18,-2.3161
S&P 500 Total Return Index,12/10/18,0.1771
S&P 500 Total Return Index,12/11/18,-0.0305
S&P 500 Total Return Index,12/12/18,0.5429
S&P 500 Total Return Index,12/13/18,-0.0013
S&P 500 Total Return Index,12/14/18,-1.8965
S&P 500 Total Return Index,12/17/18,-2.0718
S&P 500 Total Return Index,12/18/18,0.015
S&P 500 Total Return Index,12/19/18,-1.5302
S&P 500 Total Return Index,12/20/18,-1.5749
S&P 500 Total Return Index,12/21/18,-2.0588
S&P 500 Total Return Index,12/24/18,-2.7038
S&P 500 Total Return Index,12/26/18,4.9614
S&P 500 Total Return Index,12/27/18,0.8655
S&P 500 Total Return Index,12/28/18,-0.1077
S&P 500 Total Return Index,12/31/18,0.8623
S&P 500 Total Return Index,1/2/19,0.1272
S&P 500 Total Return Index,1/3/19,-2.4498
S&P 500 Total Return Index,1/4/19,3.4334
S&P 500 Total Return Index,1/7/19,0.7012
S&P 500 Total Return Index,1/8/19,0.9718
S&P 500 Total Return Index,1/9/19,0.4418
S&P 500 Total Return Index,1/10/19,0.4517
S&P 500 Total Return Index,1/11/19,-0.0143
S&P 500 Total Return Index,1/14/19,-0.5144
S&P 500 Total Return Index,1/15/19,1.0742
S&P 500 Total Return Index,1/16/19,0.2247
S&P 500 Total Return Index,1/17/19,0.769
S&P 500 Total Return Index,1/18/19,1.3211
S&P 500 Total Return Index,1/22/19,-1.4117
S&P 500 Total Return Index,1/23/19,0.2202
S&P 500 Total Return Index,1/24/19,0.1409
S&P 500 Total Return Index,1/25/19,0.8523
S&P 500 Total Return Index,1/28/19,-0.785
S&P 500 Total Return Index,1/29/19,-0.1439
S&P 500 Total Return Index,1/30/19,1.5661
S&P 500 Total Return Index,1/31/19,0.8813
S&P 500 Total Return Index,2/1/19,0.1033
S&P 500 Total Return Index,2/4/19,0.6793
S&P 500 Total Return Index,2/5/19,0.4718
S&P 500 Total Return Index,2/6/19,-0.2128
S&P 500 Total Return Index,2/7/19,-0.9212
S&P 500 Total Return Index,2/8/19,0.1007
S&P 500 Total Return Index,2/11/19,0.0719
S&P 500 Total Return Index,2/12/19,1.2962
S&P 500 Total Return Index,2/13/19,0.3107
S&P 500 Total Return Index,2/14/19,-0.2304
S&P 500 Total Return Index,2/15/19,1.0951
S&P 500 Total Return Index,2/19/19,0.1574
S&P 500 Total Return Index,2/20/19,0.197
S&P 500 Total Return Index,2/21/19,-0.344
S&P 500 Total Return Index,2/22/19,0.6442
S&P 500 Total Return Index,2/25/19,0.1372
S&P 500 Total Return Index,2/26/19,-0.078
S&P 500 Total Return Index,2/27/19,-0.0389
S&P 500 Total Return Index,2/28/19,-0.2528
S&P 500 Total Return Index,3/1/19,0.695
S&P 500 Total Return Index,3/4/19,-0.3857
S&P 500 Total Return Index,3/5/19,-0.11
S&P 500 Total Return Index,3/6/19,-0.6477
S&P 500 Total Return Index,3/7/19,-0.7915
S&P 500 Total Return Index,3/8/19,-0.2036
S&P 500 Total Return Index,3/11/19,1.4678
S&P 500 Total Return Index,3/12/19,0.3
S&P 500 Total Return Index,3/13/19,0.7019
S&P 500 Total Return Index,3/14/19,-0.0529
S&P 500 Total Return Index,3/15/19,0.5024
S&P 500 Total Return Index,3/18/19,0.3718
S&P 500 Total Return Index,3/19/19,-0.0102
S&P 500 Total Return Index,3/20/19,-0.29
S&P 500 Total Return Index,3/21/19,1.0908
S&P 500 Total Return Index,3/22/19,-1.8898
S&P 500 Total Return Index,3/25/19,-0.0763
S&P 500 Total Return Index,3/26/19,0.7183
S&P 500 Total Return Index,3/27/19,-0.4629
S&P 500 Total Return Index,3/28/19,0.3746
S&P 500 Total Return Index,3/29/19,0.6779
S&P 500 Total Return Index,4/1/19,1.1577
S&P 500 Total Return Index,4/2/19,0.0054
S&P 500 Total Return Index,4/3/19,0.215
S&P 500 Total Return Index,4/4/19,0.2314
S&P 500 Total Return Index,4/5/19,0.4646
S&P 500 Total Return Index,4/8/19,0.1065
S&P 500 Total Return Index,4/9/19,-0.5765
S&P 500 Total Return Index,4/10/19,0.3562
S&P 500 Total Return Index,4/11/19,0.005
S&P 500 Total Return Index,4/12/19,0.671
S&P 500 Total Return Index,4/15/19,-0.0607
S&P 500 Total Return Index,4/16/19,0.0508
S&P 500 Total Return Index,4/17/19,-0.2172
S&P 500 Total Return Index,4/18/19,0.1603
S&P 500 Total Return Index,4/22/19,0.1038
S&P 500 Total Return Index,4/23/19,0.8891
S&P 500 Total Return Index,4/24/19,-0.219
S&P 500 Total Return Index,4/25/19,-0.0369
S&P 500 Total Return Index,4/26/19,0.4717
S&P 500 Total Return Index,4/29/19,0.1117
S&P 500 Total Return Index,4/30/19,0.0978
S&P 500 Total Return Index,5/1/19,-0.7493
S&P 500 Total Return Index,5/2/19,-0.2084
S&P 500 Total Return Index,5/3/19,0.9737
S&P 500 Total Return Index,5/6/19,-0.4386
S&P 500 Total Return Index,5/7/19,-1.6505
S&P 500 Total Return Index,5/8/19,-0.1578
S&P 500 Total Return Index,5/9/19,-0.2672
S&P 500 Total Return Index,5/10/19,0.4065
S&P 500 Total Return Index,5/13/19,-2.4093
S&P 500 Total Return Index,5/14/19,0.8131
S&P 500 Total Return Index,5/15/19,0.604
S&P 500 Total Return Index,5/16/19,0.9185
S&P 500 Total Return Index,5/17/19,-0.5736
S&P 500 Total Return Index,5/20/19,-0.6734
S&P 500 Total Return Index,5/21/19,0.8522
S&P 500 Total Return Index,5/22/19,-0.2804
S&P 500 Total Return Index,5/23/19,-1.181
S&P 500 Total Return Index,5/24/19,0.1503
S&P 500 Total Return Index,5/28/19,-0.837
S&P 500 Total Return Index,5/29/19,-0.6883
S&P 500 Total Return Index,5/30/19,0.2233
S&P 500 Total Return Index,5/31/19,-1.3001
S&P 500 Total Return Index,6/3/19,-0.2758
S&P 500 Total Return Index,6/4/19,2.1486
S&P 500 Total Return Index,6/5/19,0.8285
S&P 500 Total Return Index,6/6/19,0.6409
S&P 500 Total Return Index,6/7/19,1.0594
S&P 500 Total Return Index,6/10/19,0.4666
S&P 500 Total Return Index,6/11/19,-0.0299
S&P 500 Total Return Index,6/12/19,-0.2022
S&P 500 Total Return Index,6/13/19,0.4397
S&P 500 Total Return Index,6/14/19,-0.1476
S&P 500 Total Return Index,6/17/19,0.0939
S&P 500 Total Return Index,6/18/19,0.9748
S&P 500 Total Return Index,6/19/19,0.2987
S&P 500 Total Return Index,6/20/19,0.9567
S&P 500 Total Return Index,6/21/19,-0.12
S&P 500 Total Return Index,6/24/19,-0.173
S&P 500 Total Return Index,6/25/19,-0.9496
S&P 500 Total Return Index,6/26/19,-0.1234
S&P 500 Total Return Index,6/27/19,0.3974
S&P 500 Total Return Index,6/28/19,0.5805
S&P 500 Total Return Index,7/1/19,0.7681
S&P 500 Total Return Index,7/2/19,0.2966
S&P 500 Total Return Index,7/3/19,0.7913
S&P 500 Total Return Index,7/5/19,-0.17
S&P 500 Total Return Index,7/8/19,-0.4822
S&P 500 Total Return Index,7/9/19,0.1529
S&P 500 Total Return Index,7/10/19,0.4522
S&P 500 Total Return Index,7/11/19,0.2289
S&P 500 Total Return Index,7/12/19,0.4717
S&P 500 Total Return Index,7/15/19,0.0175
S&P 500 Total Return Index,7/16/19,-0.3372
S&P 500 Total Return Index,7/17/19,-0.6517
S&P 500 Total Return Index,7/18/19,0.3684
S&P 500 Total Return Index,7/19/19,-0.6137
S&P 500 Total Return Index,7/22/19,0.2854
S&P 500 Total Return Index,7/23/19,0.6865
S&P 500 Total Return Index,7/24/19,0.4728
S&P 500 Total Return Index,7/25/19,-0.5258
S&P 500 Total Return Index,7/26/19,0.74
S&P 500 Total Return Index,7/29/19,-0.1612
S&P 500 Total Return Index,7/30/19,-0.2478
S&P 500 Total Return Index,7/31/19,-1.0858
S&P 500 Total Return Index,8/1/19,-0.89
S&P 500 Total Return Index,8/2/19,-0.7194
S&P 500 Total Return Index,8/5/19,-2.9726
S&P 500 Total Return Index,8/6/19,1.3094
S&P 500 Total Return Index,8/7/19,0.0794
S&P 500 Total Return Index,8/8/19,1.902
S&P 500 Total Return Index,8/9/19,-0.646
S&P 500 Total Return Index,8/12/19,-1.1785
S&P 500 Total Return Index,8/13/19,1.4801
S&P 500 Total Return Index,8/14/19,-2.9008
S&P 500 Total Return Index,8/15/19,0.2656
S&P 500 Total Return Index,8/16/19,1.4592
S&P 500 Total Return Index,8/19/19,1.2162
S&P 500 Total Return Index,8/20/19,-0.784
S&P 500 Total Return Index,8/21/19,0.8289
S&P 500 Total Return Index,8/22/19,-0.0479
S&P 500 Total Return Index,8/23/19,-2.5939
S&P 500 Total Return Index,8/26/19,1.1108
S&P 500 Total Return Index,8/27/19,-0.3199
S&P 500 Total Return Index,8/28/19,0.6582
S&P 500 Total Return Index,8/29/19,1.2857
S&P 500 Total Return Index,8/30/19,0.0777
S&P 500 Total Return Index,9/3/19,-0.6829
S&P 500 Total Return Index,9/4/19,1.0927
S&P 500 Total Return Index,9/5/19,1.3242
S&P 500 Total Return Index,9/6/19,0.0948
S&P 500 Total Return Index,9/9/19,-0.0013
S&P 500 Total Return Index,9/10/19,0.0355
S&P 500 Total Return Index,9/11/19,0.7282
S&P 500 Total Return Index,9/12/19,0.3034
S&P 500 Total Return Index,9/13/19,-0.045
S&P 500 Total Return Index,9/16/19,-0.3103
S&P 500 Total Return Index,9/17/19,0.2586
S&P 500 Total Return Index,9/18/19,0.0348
S&P 500 Total Return Index,9/19/19,0.0079
S&P 500 Total Return Index,9/20/19,-0.4846
S&P 500 Total Return Index,9/23/19,-0.0099
S&P 500 Total Return Index,9/24/19,-0.8335
S&P 500 Total Return Index,9/25/19,0.616
S&P 500 Total Return Index,9/26/19,-0.2369
S&P 500 Total Return Index,9/27/19,-0.5172
S&P 500 Total Return Index,9/30/19,0.5099
S&P 500 Total Return Index,10/1/19,-1.2214
S&P 500 Total Return Index,10/2/19,-1.7905
S&P 500 Total Return Index,10/3/19,0.8223
S&P 500 Total Return Index,10/4/19,1.422
S&P 500 Total Return Index,10/7/19,-0.4475
S&P 500 Total Return Index,10/8/19,-1.5537
S&P 500 Total Return Index,10/9/19,0.942
S&P 500 Total Return Index,10/10/19,0.6438
S&P 500 Total Return Index,10/11/19,1.1034
S&P 500 Total Return Index,10/14/19,-0.1387
S&P 500 Total Return Index,10/15/19,0.9959
S&P 500 Total Return Index,10/16/19,-0.1933
S&P 500 Total Return Index,10/17/19,0.284
S&P 500 Total Return Index,10/18/19,-0.3893
S&P 500 Total Return Index,10/21/19,0.6902
S&P 500 Total Return Index,10/22/19,-0.3536
S&P 500 Total Return Index,10/23/19,0.2883
S&P 500 Total Return Index,10/24/19,0.1922
S&P 500 Total Return Index,10/25/19,0.409
S&P 500 Total Return Index,10/28/19,0.5582
S&P 500 Total Return Index,10/29/19,-0.0821
S&P 500 Total Return Index,10/30/19,0.3334
S&P 500 Total Return Index,10/31/19,-0.2956
S&P 500 Total Return Index,11/1/19,0.9751
S&P 500 Total Return Index,11/4/19,0.3717
S&P 500 Total Return Index,11/5/19,-0.1181
S&P 500 Total Return Index,11/6/19,0.0776
S&P 500 Total Return Index,11/7/19,0.3198
S&P 500 Total Return Index,11/8/19,0.2744
S&P 500 Total Return Index,11/11/19,-0.1966
S&P 500 Total Return Index,11/12/19,0.1618
S&P 500 Total Return Index,11/13/19,0.0747
S&P 500 Total Return Index,11/14/19,0.1093
S&P 500 Total Return Index,11/15/19,0.7872
S&P 500 Total Return Index,11/18/19,0.0519
S&P 500 Total Return Index,11/19/19,-0.0532
S&P 500 Total Return Index,11/20/19,-0.3562
S&P 500 Total Return Index,11/21/19,-0.1523
S&P 500 Total Return Index,11/22/19,0.2189
S&P 500 Total Return Index,11/25/19,0.7627
S&P 500 Total Return Index,11/26/19,0.2222
S&P 500 Total Return Index,11/27/19,0.4293
S&P 500 Total Return Index,11/29/19,-0.379
S&P 500 Total Return Index,12/2/19,-0.8595
S&P 500 Total Return Index,12/3/19,-0.6605
S&P 500 Total Return Index,12/4/19,0.6428
S&P 500 Total Return Index,12/5/19,0.1776
S&P 500 Total Return Index,12/6/19,0.9184
S&P 500 Total Return Index,12/9/19,-0.3079
S&P 500 Total Return Index,12/10/19,-0.1064
S&P 500 Total Return Index,12/11/19,0.2919
S&P 500 Total Return Index,12/12/19,0.8719
S&P 500 Total Return Index,12/13/19,0.0246
S&P 500 Total Return Index,12/16/19,0.7176
S&P 500 Total Return Index,12/17/19,0.0342
S&P 500 Total Return Index,12/18/19,-0.0346
S&P 500 Total Return Index,12/19/19,0.4522
S&P 500 Total Return Index,12/20/19,0.4999
S&P 500 Total Return Index,12/23/19,0.0865
S&P 500 Total Return Index,12/24/19,-0.0125
S&P 500 Total Return Index,12/26/19,0.5221
S&P 500 Total Return Index,12/27/19,0.0049
S&P 500 Total Return Index,12/30/19,-0.5649
S&P 500 Total Return Index,12/31/19,0.3009
S&P 500 Total Return Index,1/2/20,0.8502
S&P 500 Total Return Index,1/3/20,-0.6955
S&P 500 Total Return Index,1/6/20,0.3538
S&P 500 Total Return Index,1/7/20,-0.2702
S&P 500 Total Return Index,1/8/20,0.4934
S&P 500 Total Return Index,1/9/20,0.6922
S&P 500 Total Return Index,1/10/20,-0.2854
S&P 500 Total Return Index,1/13/20,0.698
S&P 500 Total Return Index,1/14/20,-0.1419
S&P 500 Total Return Index,1/15/20,0.1889
S&P 500 Total Return Index,1/16/20,0.8402
S&P 500 Total Return Index,1/17/20,0.3885
S&P 500 Total Return Index,1/21/20,-0.2633
S&P 500 Total Return Index,1/22/20,0.0325
S&P 500 Total Return Index,1/23/20,0.1214
S&P 500 Total Return Index,1/24/20,-0.9015
S&P 500 Total Return Index,1/27/20,-1.5733
S&P 500 Total Return Index,1/28/20,1.0074
S&P 500 Total Return Index,1/29/20,-0.0843
S&P 500 Total Return Index,1/30/20,0.3284
S&P 500 Total Return Index,1/31/20,-1.7623
S&P 500 Total Return Index,2/3/20,0.7271
S&P 500 Total Return Index,2/4/20,1.4982
S&P 500 Total Return Index,2/5/20,1.1271
S&P 500 Total Return Index,2/6/20,0.3493
S&P 500 Total Return Index,2/7/20,-0.5206
S&P 500 Total Return Index,2/10/20,0.7479
S&P 500 Total Return Index,2/11/20,0.1726
S&P 500 Total Return Index,2/12/20,0.6497
S&P 500 Total Return Index,2/13/20,-0.131
S&P 500 Total Return Index,2/14/20,0.2006
S&P 500 Total Return Index,2/18/20,-0.2858
