Name,ReferenceDate,DailyReturn
S&P 500 Total Return Index,7/24/96,-0.0319
S&P 500 Total Return Index,7/25/96,0.7208
S&P 500 Total Return Index,7/26/96,0.7497
S&P 500 Total Return Index,7/29/96,-0.7707
S&P 500 Total Return Index,7/30/96,0.6939
S&P 500 Total Return Index,7/31/96,0.7677
S&P 500 Total Return Index,8/1/96,1.5945
S&P 500 Total Return Index,8/2/96,1.9238
S&P 500 Total Return Index,8/5/96,-0.3325
S&P 500 Total Return Index,8/6/96,0.329
S&P 500 Total Return Index,8/7/96,0.2827
S&P 500 Total Return Index,8/8/96,-0.2334
S&P 500 Total Return Index,8/9/96,-0.0498
S&P 500 Total Return Index,8/12/96,0.5597
S&P 500 Total Return Index,8/13/96,-0.8101
S&P 500 Total Return Index,8/14/96,0.2962
S&P 500 Total Return Index,8/15/96,0.0405
S&P 500 Total Return Index,8/16/96,0.4539
S&P 500 Total Return Index,8/19/96,0.2098
S&P 500 Total Return Index,8/20/96,-0.1242
S&P 500 Total Return Index,8/21/96,-0.0806
S&P 500 Total Return Index,8/22/96,0.8459
S&P 500 Total Return Index,8/23/96,-0.5406
S&P 500 Total Return Index,8/26/96,-0.4723
S&P 500 Total Return Index,8/27/96,0.381
S&P 500 Total Return Index,8/28/96,-0.2128
S&P 500 Total Return Index,8/29/96,-1.0973
S&P 500 Total Return Index,8/30/96,-0.8204
S&P 500 Total Return Index,9/3/96,0.4195
S&P 500 Total Return Index,9/4/96,0.1767
S&P 500 Total Return Index,9/5/96,-0.9333
S&P 500 Total Return Index,9/6/96,0.9692
S&P 500 Total Return Index,9/9/96,1.2343
S&P 500 Total Return Index,9/10/96,0.0196
S&P 500 Total Return Index,9/11/96,0.542
S&P 500 Total Return Index,9/12/96,0.6125
S&P 500 Total Return Index,9/13/96,1.3988
S&P 500 Total Return Index,9/16/96,0.5329
S&P 500 Total Return Index,9/17/96,-0.1521
S&P 500 Total Return Index,9/18/96,-0.2106
S&P 500 Total Return Index,9/19/96,0.2301
S&P 500 Total Return Index,9/20/96,0.5902
S&P 500 Total Return Index,9/23/96,-0.0768
S&P 500 Total Return Index,9/24/96,-0.127
S&P 500 Total Return Index,9/25/96,0.0357
S&P 500 Total Return Index,9/26/96,0.0357
S&P 500 Total Return Index,9/27/96,0.0502
S&P 500 Total Return Index,9/30/96,0.1638
S&P 500 Total Return Index,10/1/96,0.2581
S&P 500 Total Return Index,10/2/96,0.7312
S&P 500 Total Return Index,10/3/96,-0.1762
S&P 500 Total Return Index,10/4/96,1.2557
S&P 500 Total Return Index,10/7/96,0.2724
S&P 500 Total Return Index,10/8/96,-0.3608
S&P 500 Total Return Index,10/9/96,-0.5421
S&P 500 Total Return Index,10/10/96,-0.2972
S&P 500 Total Return Index,10/11/96,0.8711
S&P 500 Total Return Index,10/14/96,0.4111
S&P 500 Total Return Index,10/15/96,-0.1368
S&P 500 Total Return Index,10/16/96,0.2697
S&P 500 Total Return Index,10/17/96,0.3742
S&P 500 Total Return Index,10/18/96,0.5424
S&P 500 Total Return Index,10/21/96,-0.1354
S&P 500 Total Return Index,10/22/96,-0.4627
S&P 500 Total Return Index,10/23/96,0.1027
S&P 500 Total Return Index,10/24/96,-0.7031
S&P 500 Total Return Index,10/25/96,-0.1958
S&P 500 Total Return Index,10/28/96,-0.522
S&P 500 Total Return Index,10/29/96,0.62
S&P 500 Total Return Index,10/30/96,-0.0588
S&P 500 Total Return Index,10/31/96,0.6329
S&P 500 Total Return Index,11/1/96,-0.2003
S&P 500 Total Return Index,11/4/96,0.4306
S&P 500 Total Return Index,11/5/96,1.0487
S&P 500 Total Return Index,11/6/96,1.4836
S&P 500 Total Return Index,11/7/96,0.4424
S&P 500 Total Return Index,11/8/96,0.4446
S&P 500 Total Return Index,11/11/96,0.1441
S&P 500 Total Return Index,11/12/96,-0.3044
S&P 500 Total Return Index,11/13/96,0.2415
S&P 500 Total Return Index,11/14/96,0.6582
S&P 500 Total Return Index,11/15/96,0.2435
S&P 500 Total Return Index,11/18/96,-0.0734
S&P 500 Total Return Index,11/19/96,0.6993
S&P 500 Total Return Index,11/20/96,0.2589
S&P 500 Total Return Index,11/21/96,-0.1588
S&P 500 Total Return Index,11/22/96,0.8067
S&P 500 Total Return Index,11/25/96,1.1138
S&P 500 Total Return Index,11/26/96,-0.1188
S&P 500 Total Return Index,11/27/96,-0.1099
S&P 500 Total Return Index,11/29/96,0.2715
S&P 500 Total Return Index,12/2/96,-0.0584
S&P 500 Total Return Index,12/3/96,-1.0926
S&P 500 Total Return Index,12/4/96,-0.3981
S&P 500 Total Return Index,12/5/96,-0.0848
S&P 500 Total Return Index,12/6/96,-0.6343
S&P 500 Total Return Index,12/9/96,1.3818
S&P 500 Total Return Index,12/10/96,-0.3027
S&P 500 Total Return Index,12/11/96,-0.8964
S&P 500 Total Return Index,12/12/96,-1.511
S&P 500 Total Return Index,12/13/96,-0.0929
S&P 500 Total Return Index,12/16/96,-1.0478
S&P 500 Total Return Index,12/17/96,0.702
S&P 500 Total Return Index,12/18/96,0.7632
S&P 500 Total Return Index,12/19/96,1.9476
S&P 500 Total Return Index,12/20/96,0.4194
S&P 500 Total Return Index,12/23/96,-0.2612
S&P 500 Total Return Index,12/24/96,0.5543
S&P 500 Total Return Index,12/26/96,0.6384
S&P 500 Total Return Index,12/27/96,0.1702
S&P 500 Total Return Index,12/30/96,-0.387
S&P 500 Total Return Index,12/31/96,-1.7255
S&P 500 Total Return Index,1/2/97,-0.498
S&P 500 Total Return Index,1/3/97,1.4973
S&P 500 Total Return Index,1/6/97,-0.0488
S&P 500 Total Return Index,1/7/97,0.7517
S&P 500 Total Return Index,1/8/97,-0.6128
S&P 500 Total Return Index,1/9/97,0.8625
S&P 500 Total Return Index,1/10/97,0.6164
S&P 500 Total Return Index,1/13/97,0.007
S&P 500 Total Return Index,1/14/97,1.2321
S&P 500 Total Return Index,1/15/97,-0.2146
S&P 500 Total Return Index,1/16/97,0.3349
S&P 500 Total Return Index,1/17/97,0.8384
S&P 500 Total Return Index,1/20/97,0.0686
S&P 500 Total Return Index,1/21/97,0.7751
S&P 500 Total Return Index,1/22/97,0.4564
S&P 500 Total Return Index,1/23/97,-1.1011
S&P 500 Total Return Index,1/24/97,-0.9061
S&P 500 Total Return Index,1/27/97,-0.7132
S&P 500 Total Return Index,1/28/97,0.0079
S&P 500 Total Return Index,1/29/97,0.9964
S&P 500 Total Return Index,1/30/97,1.5237
S&P 500 Total Return Index,1/31/97,0.2538
S&P 500 Total Return Index,2/3/97,0.0821
S&P 500 Total Return Index,2/4/97,0.3293
S&P 500 Total Return Index,2/5/97,-1.3744
S&P 500 Total Return Index,2/6/97,0.2713
S&P 500 Total Return Index,2/7/97,1.2078
S&P 500 Total Return Index,2/10/97,-0.5193
S&P 500 Total Return Index,2/11/97,0.5297
S&P 500 Total Return Index,2/12/97,1.6971
S&P 500 Total Return Index,2/13/97,1.1384
S&P 500 Total Return Index,2/14/97,-0.4085
S&P 500 Total Return Index,2/18/97,0.9866
S&P 500 Total Return Index,2/19/97,-0.4555
S&P 500 Total Return Index,2/20/97,-1.1878
S&P 500 Total Return Index,2/21/97,-0.1266
S&P 500 Total Return Index,2/24/97,1.0626
S&P 500 Total Return Index,2/25/97,0.2256
S&P 500 Total Return Index,2/26/97,-0.7735
S&P 500 Total Return Index,2/27/97,-1.2982
S&P 500 Total Return Index,2/28/97,-0.5322
S&P 500 Total Return Index,3/3/97,0.5686
S&P 500 Total Return Index,3/4/97,-0.533
S&P 500 Total Return Index,3/5/97,1.4293
S&P 500 Total Return Index,3/6/97,-0.4158
S&P 500 Total Return Index,3/7/97,0.8038
S&P 500 Total Return Index,3/10/97,1.0799
S&P 500 Total Return Index,3/11/97,-0.2822
S&P 500 Total Return Index,3/12/97,-0.85
S&P 500 Total Return Index,3/13/97,-1.8078
S&P 500 Total Return Index,3/14/97,0.4576
S&P 500 Total Return Index,3/17/97,0.3247
S&P 500 Total Return Index,3/18/97,-0.7587
S&P 500 Total Return Index,3/19/97,-0.4911
S&P 500 Total Return Index,3/20/97,-0.3914
S&P 500 Total Return Index,3/21/97,0.1858
S&P 500 Total Return Index,3/24/97,0.8684
S&P 500 Total Return Index,3/25/97,-0.2212
S&P 500 Total Return Index,3/26/97,0.2054
S&P 500 Total Return Index,3/27/97,-2.1014
S&P 500 Total Return Index,3/31/97,-2.166
S&P 500 Total Return Index,4/1/97,0.333
S&P 500 Total Return Index,4/2/97,-1.2359
S&P 500 Total Return Index,4/3/97,0.0283
S&P 500 Total Return Index,4/4/97,1.0129
S&P 500 Total Return Index,4/7/97,0.5593
S&P 500 Total Return Index,4/8/97,0.5522
S&P 500 Total Return Index,4/9/97,-0.7141
S&P 500 Total Return Index,4/10/97,-0.2945
S&P 500 Total Return Index,4/11/97,-2.722
S&P 500 Total Return Index,4/14/97,0.8247
S&P 500 Total Return Index,4/15/97,1.4771
S&P 500 Total Return Index,4/16/97,1.1749
S&P 500 Total Return Index,4/17/97,-0.2269
S&P 500 Total Return Index,4/18/97,0.5998
S&P 500 Total Return Index,4/21/97,-0.7789
S&P 500 Total Return Index,4/22/97,1.8725
S&P 500 Total Return Index,4/23/97,-0.1201
S&P 500 Total Return Index,4/24/97,-0.3168
S&P 500 Total Return Index,4/25/97,-0.7534
S&P 500 Total Return Index,4/28/97,1.0052
S&P 500 Total Return Index,4/29/97,2.7331
S&P 500 Total Return Index,4/30/97,0.9382
S&P 500 Total Return Index,5/1/97,-0.3369
S&P 500 Total Return Index,5/2/97,1.8085
S&P 500 Total Return Index,5/5/97,2.1307
S&P 500 Total Return Index,5/6/97,-0.2905
S&P 500 Total Return Index,5/7/97,-1.4521
S&P 500 Total Return Index,5/8/97,0.5709
S&P 500 Total Return Index,5/9/97,0.5787
S&P 500 Total Return Index,5/12/97,1.5657
S&P 500 Total Return Index,5/13/97,-0.5232
S&P 500 Total Return Index,5/14/97,0.3636
S&P 500 Total Return Index,5/15/97,0.7291
S&P 500 Total Return Index,5/16/97,-1.4226
S&P 500 Total Return Index,5/19/97,0.4258
S&P 500 Total Return Index,5/20/97,1.0148
S&P 500 Total Return Index,5/21/97,-0.2637
S&P 500 Total Return Index,5/22/97,-0.4371
S&P 500 Total Return Index,5/23/97,1.3621
S&P 500 Total Return Index,5/27/97,0.3172
S&P 500 Total Return Index,5/28/97,-0.2772
S&P 500 Total Return Index,5/29/97,-0.3545
S&P 500 Total Return Index,5/30/97,0.5006
S&P 500 Total Return Index,6/2/97,-0.225
S&P 500 Total Return Index,6/3/97,-0.1025
S&P 500 Total Return Index,6/4/97,-0.6113
S&P 500 Total Return Index,6/5/97,0.4077
S&P 500 Total Return Index,6/6/97,1.734
S&P 500 Total Return Index,6/9/97,0.574
S&P 500 Total Return Index,6/10/97,0.2753
S&P 500 Total Return Index,6/11/97,0.5151
S&P 500 Total Return Index,6/12/97,1.6216
S&P 500 Total Return Index,6/13/97,1.1084
S&P 500 Total Return Index,6/16/97,0.0743
S&P 500 Total Return Index,6/17/97,0.0582
S&P 500 Total Return Index,6/18/97,-0.595
S&P 500 Total Return Index,6/19/97,1.0073
S&P 500 Total Return Index,6/20/97,0.0797
S&P 500 Total Return Index,6/23/97,-2.2328
S&P 500 Total Return Index,6/24/97,2.017
S&P 500 Total Return Index,6/25/97,-0.8166
S&P 500 Total Return Index,6/26/97,-0.5757
S&P 500 Total Return Index,6/27/97,0.411
S&P 500 Total Return Index,6/30/97,-0.2429
S&P 500 Total Return Index,7/1/97,0.6794
S&P 500 Total Return Index,7/2/97,1.4722
S&P 500 Total Return Index,7/3/97,1.4275
S&P 500 Total Return Index,7/7/97,-0.5135
S&P 500 Total Return Index,7/8/97,0.74
S&P 500 Total Return Index,7/9/97,-1.2158
S&P 500 Total Return Index,7/10/97,0.6913
S&P 500 Total Return Index,7/11/97,0.3313
S&P 500 Total Return Index,7/14/97,0.1857
S&P 500 Total Return Index,7/15/97,0.8035
S&P 500 Total Return Index,7/16/97,1.1762
S&P 500 Total Return Index,7/17/97,-0.529
S&P 500 Total Return Index,7/18/97,-1.7498
S&P 500 Total Return Index,7/21/97,-0.2575
S&P 500 Total Return Index,7/22/97,2.3043
S&P 500 Total Return Index,7/23/97,0.2789
S&P 500 Total Return Index,7/24/97,0.4004
S&P 500 Total Return Index,7/25/97,-0.1609
S&P 500 Total Return Index,7/28/97,-0.2494
S&P 500 Total Return Index,7/29/97,0.6352
S&P 500 Total Return Index,7/30/97,1.0826
S&P 500 Total Return Index,7/31/97,0.2245
S&P 500 Total Return Index,8/1/97,-0.746
S&P 500 Total Return Index,8/4/97,0.3353
S&P 500 Total Return Index,8/5/97,0.2194
S&P 500 Total Return Index,8/6/97,0.8431
S&P 500 Total Return Index,8/7/97,-0.9442
S&P 500 Total Return Index,8/8/97,-1.8557
S&P 500 Total Return Index,8/11/97,0.3973
S&P 500 Total Return Index,8/12/97,-1.1119
S&P 500 Total Return Index,8/13/97,-0.4644
S&P 500 Total Return Index,8/14/97,0.3018
S&P 500 Total Return Index,8/15/97,-2.5866
S&P 500 Total Return Index,8/18/97,1.3097
S&P 500 Total Return Index,8/19/97,1.4831
S&P 500 Total Return Index,8/20/97,1.4557
S&P 500 Total Return Index,8/21/97,-1.5205
S&P 500 Total Return Index,8/22/97,-0.1609
S&P 500 Total Return Index,8/25/97,-0.3671
S&P 500 Total Return Index,8/26/97,-0.7744
S&P 500 Total Return Index,8/27/97,0.0889
S&P 500 Total Return Index,8/28/97,-1.0825
S&P 500 Total Return Index,8/29/97,-0.4615
S&P 500 Total Return Index,9/2/97,3.127
S&P 500 Total Return Index,9/3/97,0.0567
S&P 500 Total Return Index,9/4/97,0.3263
S&P 500 Total Return Index,9/5/97,-0.1896
S&P 500 Total Return Index,9/8/97,0.2377
S&P 500 Total Return Index,9/9/97,0.2597
S&P 500 Total Return Index,9/10/97,-1.5592
S&P 500 Total Return Index,9/11/97,-0.6693
S&P 500 Total Return Index,9/12/97,1.2432
S&P 500 Total Return Index,9/15/97,-0.4275
S&P 500 Total Return Index,9/16/97,2.8125
S&P 500 Total Return Index,9/17/97,-0.2723
S&P 500 Total Return Index,9/18/97,0.4593
S&P 500 Total Return Index,9/19/97,0.3415
S&P 500 Total Return Index,9/22/97,0.5196
S&P 500 Total Return Index,9/23/97,-0.3661
S&P 500 Total Return Index,9/24/97,-0.7798
S&P 500 Total Return Index,9/25/97,-0.6953
S&P 500 Total Return Index,9/26/97,0.8114
S&P 500 Total Return Index,9/29/97,0.8613
S&P 500 Total Return Index,9/30/97,-0.6359
S&P 500 Total Return Index,10/1/97,0.8673
S&P 500 Total Return Index,10/2/97,0.5332
S&P 500 Total Return Index,10/3/97,0.478
S&P 500 Total Return Index,10/6/97,0.7937
S&P 500 Total Return Index,10/7/97,1.0774
S&P 500 Total Return Index,10/8/97,-0.9171
S&P 500 Total Return Index,10/9/97,-0.3281
S&P 500 Total Return Index,10/10/97,-0.3693
S&P 500 Total Return Index,10/13/97,0.1155
S&P 500 Total Return Index,10/14/97,0.2254
S&P 500 Total Return Index,10/15/97,-0.4683
S&P 500 Total Return Index,10/16/97,-1.084
S&P 500 Total Return Index,10/17/97,-1.1586
S&P 500 Total Return Index,10/20/97,1.2135
S&P 500 Total Return Index,10/21/97,1.7451
S&P 500 Total Return Index,10/22/97,-0.3833
S&P 500 Total Return Index,10/23/97,-1.8371
S&P 500 Total Return Index,10/24/97,-0.9519
S&P 500 Total Return Index,10/27/97,-6.8651
S&P 500 Total Return Index,10/28/97,5.115
S&P 500 Total Return Index,10/29/97,-0.2692
S&P 500 Total Return Index,10/30/97,-1.6653
S&P 500 Total Return Index,10/31/97,1.2117
S&P 500 Total Return Index,11/3/97,2.668
S&P 500 Total Return Index,11/4/97,0.1892
S&P 500 Total Return Index,11/5/97,0.227
S&P 500 Total Return Index,11/6/97,-0.4936
S&P 500 Total Return Index,11/7/97,-1.0999
S&P 500 Total Return Index,11/10/97,-0.6792
S&P 500 Total Return Index,11/11/97,0.2879
S&P 500 Total Return Index,11/12/97,-1.9062
S&P 500 Total Return Index,11/13/97,1.1886
S&P 500 Total Return Index,11/14/97,1.2808
S&P 500 Total Return Index,11/17/97,1.926
S&P 500 Total Return Index,11/18/97,-0.8309
S&P 500 Total Return Index,11/19/97,0.6934
S&P 500 Total Return Index,11/20/97,1.5246
S&P 500 Total Return Index,11/21/97,0.4293
S&P 500 Total Return Index,11/24/97,-1.702
S&P 500 Total Return Index,11/25/97,0.4499
S&P 500 Total Return Index,11/26/97,0.1063
S&P 500 Total Return Index,11/28/97,0.3979
S&P 500 Total Return Index,12/1/97,2.0307
S&P 500 Total Return Index,12/2/97,-0.3162
S&P 500 Total Return Index,12/3/97,0.5498
S&P 500 Total Return Index,12/4/97,-0.3722
S&P 500 Total Return Index,12/5/97,1.0992
S&P 500 Total Return Index,12/8/97,-0.1376
S&P 500 Total Return Index,12/9/97,-0.6707
S&P 500 Total Return Index,12/10/97,-0.6071
S&P 500 Total Return Index,12/11/97,-1.5053
S&P 500 Total Return Index,12/12/97,-0.1613
S&P 500 Total Return Index,12/15/97,1.0508
S&P 500 Total Return Index,12/16/97,0.4827
S&P 500 Total Return Index,12/17/97,-0.2518
S&P 500 Total Return Index,12/18/97,-1.0553
S&P 500 Total Return Index,12/19/97,-0.8913
S&P 500 Total Return Index,12/22/97,0.7327
S&P 500 Total Return Index,12/23/97,-1.5253
S&P 500 Total Return Index,12/24/97,-0.6822
S&P 500 Total Return Index,12/26/97,0.4039
S&P 500 Total Return Index,12/29/97,1.8375
S&P 500 Total Return Index,12/30/97,1.8443
S&P 500 Total Return Index,12/31/97,-0.04
S&P 500 Total Return Index,1/2/98,0.4789
S&P 500 Total Return Index,1/5/98,0.21
S&P 500 Total Return Index,1/6/98,-1.069
S&P 500 Total Return Index,1/7/98,-0.2427
S&P 500 Total Return Index,1/8/98,-0.8205
S&P 500 Total Return Index,1/9/98,-2.9662
S&P 500 Total Return Index,1/12/98,1.2423
S&P 500 Total Return Index,1/13/98,1.3789
S&P 500 Total Return Index,1/14/98,0.615
S&P 500 Total Return Index,1/15/98,-0.7492
S&P 500 Total Return Index,1/16/98,1.1335
S&P 500 Total Return Index,1/20/98,1.7786
S&P 500 Total Return Index,1/21/98,-0.7898
S&P 500 Total Return Index,1/22/98,-0.8
S&P 500 Total Return Index,1/23/98,-0.5645
S&P 500 Total Return Index,1/26/98,-0.0671
S&P 500 Total Return Index,1/27/98,1.261
S&P 500 Total Return Index,1/28/98,0.8947
S&P 500 Total Return Index,1/29/98,0.8287
S&P 500 Total Return Index,1/30/98,-0.528
S&P 500 Total Return Index,2/2/98,2.1421
S&P 500 Total Return Index,2/3/98,0.4771
S&P 500 Total Return Index,2/4/98,0.1031
S&P 500 Total Return Index,2/5/98,-0.3217
S&P 500 Total Return Index,2/6/98,0.9065
S&P 500 Total Return Index,2/9/98,-0.1629
S&P 500 Total Return Index,2/10/98,0.8193
S&P 500 Total Return Index,2/11/98,0.1201
S&P 500 Total Return Index,2/12/98,0.4146
S&P 500 Total Return Index,2/13/98,-0.3925
S&P 500 Total Return Index,2/17/98,0.2661
S&P 500 Total Return Index,2/18/98,0.9355
S&P 500 Total Return Index,2/19/98,-0.3648
S&P 500 Total Return Index,2/20/98,0.5779
S&P 500 Total Return Index,2/23/98,0.3821
S&P 500 Total Return Index,2/24/98,-0.7304
S&P 500 Total Return Index,2/25/98,1.2118
S&P 500 Total Return Index,2/26/98,0.5654
S&P 500 Total Return Index,2/27/98,0.0675
S&P 500 Total Return Index,3/2/98,-0.1541
S&P 500 Total Return Index,3/3/98,0.4133
S&P 500 Total Return Index,3/4/98,-0.4237
S&P 500 Total Return Index,3/5/98,-1.159
S&P 500 Total Return Index,3/6/98,2.0032
S&P 500 Total Return Index,3/9/98,-0.319
S&P 500 Total Return Index,3/10/98,1.1362
S&P 500 Total Return Index,3/11/98,0.4151
S&P 500 Total Return Index,3/12/98,0.1513
S&P 500 Total Return Index,3/13/98,-0.1211
S&P 500 Total Return Index,3/16/98,0.9993
S&P 500 Total Return Index,3/17/98,0.109
S&P 500 Total Return Index,3/18/98,0.4742
S&P 500 Total Return Index,3/19/98,0.3924
S&P 500 Total Return Index,3/20/98,0.865
S&P 500 Total Return Index,3/23/98,-0.3265
S&P 500 Total Return Index,3/24/98,0.9223
S&P 500 Total Return Index,3/25/98,-0.3347
S&P 500 Total Return Index,3/26/98,-0.1027
S&P 500 Total Return Index,3/27/98,-0.4694
S&P 500 Total Return Index,3/30/98,-0.1713
S&P 500 Total Return Index,3/31/98,0.7509
S&P 500 Total Return Index,4/1/98,0.5878
S&P 500 Total Return Index,4/2/98,1.0741
S&P 500 Total Return Index,4/3/98,0.2412
S&P 500 Total Return Index,4/6/98,-0.1167
S&P 500 Total Return Index,4/7/98,-1.0249
S&P 500 Total Return Index,4/8/98,-0.7095
S&P 500 Total Return Index,4/9/98,0.82
S&P 500 Total Return Index,4/13/98,-0.0824
S&P 500 Total Return Index,4/14/98,0.5458
S&P 500 Total Return Index,4/15/98,0.3208
S&P 500 Total Return Index,4/16/98,-0.9944
S&P 500 Total Return Index,4/17/98,1.3139
S&P 500 Total Return Index,4/20/98,0.0828
S&P 500 Total Return Index,4/21/98,0.2695
S&P 500 Total Return Index,4/22/98,0.3493
S&P 500 Total Return Index,4/23/98,-0.968
S&P 500 Total Return Index,4/24/98,-1.0433
S&P 500 Total Return Index,4/27/98,-1.9279
S&P 500 Total Return Index,4/28/98,-0.1212
S&P 500 Total Return Index,4/29/98,0.8939
S&P 500 Total Return Index,4/30/98,1.5709
S&P 500 Total Return Index,5/1/98,0.8322
S&P 500 Total Return Index,5/4/98,0.0955
S&P 500 Total Return Index,5/5/98,-0.5833
S&P 500 Total Return Index,5/6/98,-0.9247
S&P 500 Total Return Index,5/7/98,-0.8828
S&P 500 Total Return Index,5/8/98,1.1881
S&P 500 Total Return Index,5/11/98,-0.0859
S&P 500 Total Return Index,5/12/98,0.8313
S&P 500 Total Return Index,5/13/98,0.2944
S&P 500 Total Return Index,5/14/98,-0.1308
S&P 500 Total Return Index,5/15/98,-0.7693
S&P 500 Total Return Index,5/18/98,-0.2513
S&P 500 Total Return Index,5/19/98,0.3352
S&P 500 Total Return Index,5/20/98,0.8737
S&P 500 Total Return Index,5/21/98,-0.3949
S&P 500 Total Return Index,5/22/98,-0.3738
S&P 500 Total Return Index,5/26/98,-1.4801
S&P 500 Total Return Index,5/27/98,-0.1507
S&P 500 Total Return Index,5/28/98,0.5058
