Name,ReferenceDate,DailyReturn,Add1InPercentSpace,Total Return
S&P 500 Total Return Index,6/19/15,-0.5302,0.994698,928.0871%
S&P 500 Total Return Index,6/22/15,0.6094,1.006094,934.3522%
S&P 500 Total Return Index,6/23/15,0.0719,1.000719,935.0959%
S&P 500 Total Return Index,6/24/15,-0.7323,0.992677,927.5159%
S&P 500 Total Return Index,6/25/15,-0.2932,0.997068,924.5032%
S&P 500 Total Return Index,6/26/15,-0.0214,0.999786,924.2840%
S&P 500 Total Return Index,6/29/15,-2.0768,0.979232,903.0117%
S&P 500 Total Return Index,6/30/15,0.272,1.00272,905.7399%
S&P 500 Total Return Index,7/1/15,0.7183,1.007183,912.9641%
S&P 500 Total Return Index,7/2/15,-0.0312,0.999688,912.6480%
S&P 500 Total Return Index,7/6/15,-0.3829,0.996171,908.7706%
S&P 500 Total Return Index,7/7/15,0.609,1.00609,914.9140%
S&P 500 Total Return Index,7/8/15,-1.6358,0.983642,898.3121%
S&P 500 Total Return Index,7/9/15,0.2268,1.002268,900.5762%
S&P 500 Total Return Index,7/10/15,1.2338,1.012338,912.9213%
S&P 500 Total Return Index,7/13/15,1.1155,1.011155,924.2205%
S&P 500 Total Return Index,7/14/15,0.4462,1.004462,928.7905%
S&P 500 Total Return Index,7/15/15,-0.072,0.99928,928.0498%
S&P 500 Total Return Index,7/16/15,0.8037,1.008037,936.3123%
S&P 500 Total Return Index,7/17/15,0.1111,1.001111,937.4636%
S&P 500 Total Return Index,7/20/15,0.0795,1.000795,938.2884%
S&P 500 Total Return Index,7/21/15,-0.4227,0.995773,933.8995%
S&P 500 Total Return Index,7/22/15,-0.2282,0.997718,931.5402%
S&P 500 Total Return Index,7/23/15,-0.5611,0.994389,925.7522%
S&P 500 Total Return Index,7/24/15,-1.0699,0.989301,914.7777%
S&P 500 Total Return Index,7/27/15,-0.5771,0.994229,908.9214%
S&P 500 Total Return Index,7/28/15,1.2393,1.012393,921.4250%
S&P 500 Total Return Index,7/29/15,0.7442,1.007442,929.0264%
S&P 500 Total Return Index,7/30/15,0.011,1.00011,929.1396%
S&P 500 Total Return Index,7/31/15,-0.2264,0.997736,926.8096%
S&P 500 Total Return Index,8/3/15,-0.2754,0.997246,923.9818%
S&P 500 Total Return Index,8/4/15,-0.2221,0.997779,921.7075%
S&P 500 Total Return Index,8/5/15,0.3495,1.003495,925.2784%
S&P 500 Total Return Index,8/6/15,-0.7473,0.992527,917.6165%
S&P 500 Total Return Index,8/7/15,-0.2839,0.997161,914.7275%
S&P 500 Total Return Index,8/10/15,1.2831,1.012831,927.7474%
S&P 500 Total Return Index,8/11/15,-0.9373,0.990627,918.1144%
S&P 500 Total Return Index,8/12/15,0.118,1.00118,919.3157%
S&P 500 Total Return Index,8/13/15,-0.1122,0.998878,918.1721%
S&P 500 Total Return Index,8/14/15,0.3917,1.003917,922.1603%
S&P 500 Total Return Index,8/17/15,0.5399,1.005399,927.6789%
S&P 500 Total Return Index,8/18/15,-0.2436,0.997564,925.1755%
S&P 500 Total Return Index,8/19/15,-0.8191,0.991809,916.7783%
S&P 500 Total Return Index,8/20/15,-2.1095,0.978905,895.3293%
S&P 500 Total Return Index,8/21/15,-3.1695,0.968305,863.7824%
S&P 500 Total Return Index,8/24/15,-3.9386,0.960614,825.8228%
S&P 500 Total Return Index,8/25/15,-1.3511,0.986489,813.3140%
S&P 500 Total Return Index,8/26/15,3.9115,1.039115,849.0383%
S&P 500 Total Return Index,8/27/15,2.4403,1.024403,872.1977%
S&P 500 Total Return Index,8/28/15,0.0732,1.000732,872.9093%
S&P 500 Total Return Index,8/31/15,-0.8276,0.991724,864.8575%
S&P 500 Total Return Index,9/1/15,-2.9529,0.970471,836.3663%
S&P 500 Total Return Index,9/2/15,1.8465,1.018465,853.6563%
S&P 500 Total Return Index,9/3/15,0.1219,1.001219,854.8188%
S&P 500 Total Return Index,9/4/15,-1.5251,0.984749,840.2568%
S&P 500 Total Return Index,9/8/15,2.5203,1.025203,863.9541%
S&P 500 Total Return Index,9/9/15,-1.3813,0.986187,850.6390%
S&P 500 Total Return Index,9/10/15,0.5362,1.005362,855.7364%
S&P 500 Total Return Index,9/11/15,0.4798,1.004798,860.3220%
S&P 500 Total Return Index,9/14/15,-0.4026,0.995974,856.4557%
S&P 500 Total Return Index,9/15/15,1.2844,1.012844,868.7404%
S&P 500 Total Return Index,9/16/15,0.8744,1.008744,877.2111%
S&P 500 Total Return Index,9/17/15,-0.2395,0.997605,874.8707%
S&P 500 Total Return Index,9/18/15,-1.6154,0.983846,859.1226%
S&P 500 Total Return Index,9/21/15,0.4575,1.004575,863.5106%
S&P 500 Total Return Index,9/22/15,-1.2293,0.987707,851.6662%
S&P 500 Total Return Index,9/23/15,-0.1997,0.998003,849.7657%
S&P 500 Total Return Index,9/24/15,-0.3363,0.996637,846.5716%
S&P 500 Total Return Index,9/25/15,-0.0462,0.999538,846.1343%
S&P 500 Total Return Index,9/28/15,-2.5378,0.974622,822.1233%
S&P 500 Total Return Index,9/29/15,0.1292,1.001292,823.3147%
S&P 500 Total Return Index,9/30/15,1.9137,1.019137,840.9842%
S&P 500 Total Return Index,10/1/15,0.2045,1.002045,842.9085%
S&P 500 Total Return Index,10/2/15,1.4415,1.014415,856.5005%
S&P 500 Total Return Index,10/5/15,1.8344,1.018344,874.0466%
S&P 500 Total Return Index,10/6/15,-0.3593,0.996407,870.5468%
S&P 500 Total Return Index,10/7/15,0.8427,1.008427,878.7256%
S&P 500 Total Return Index,10/8/15,0.8822,1.008822,887.3599%
S&P 500 Total Return Index,10/9/15,0.0758,1.000758,888.1084%
S&P 500 Total Return Index,10/12/15,0.1272,1.001272,889.3652%
S&P 500 Total Return Index,10/13/15,-0.6727,0.993273,882.7098%
S&P 500 Total Return Index,10/14/15,-0.4659,0.995341,878.1313%
S&P 500 Total Return Index,10/15/15,1.4907,1.014907,892.7123%
S&P 500 Total Return Index,10/16/15,0.4569,1.004569,897.2480%
S&P 500 Total Return Index,10/19/15,0.0285,1.000285,897.5322%
S&P 500 Total Return Index,10/20/15,-0.1395,0.998605,896.1407%
S&P 500 Total Return Index,10/21/15,-0.5697,0.994303,890.4657%
S&P 500 Total Return Index,10/22/15,1.6653,1.016653,906.9599%
S&P 500 Total Return Index,10/23/15,1.1035,1.011035,918.0717%
S&P 500 Total Return Index,10/26/15,-0.1905,0.998095,916.1323%
S&P 500 Total Return Index,10/27/15,-0.2552,0.997448,913.5391%
S&P 500 Total Return Index,10/28/15,1.1934,1.011934,925.6347%
S&P 500 Total Return Index,10/29/15,-0.0334,0.999666,925.2921%
S&P 500 Total Return Index,10/30/15,-0.481,0.99519,920.3605%
S&P 500 Total Return Index,11/2/15,1.1874,1.011874,932.4762%
S&P 500 Total Return Index,11/3/15,0.2744,1.002744,935.3093%
S&P 500 Total Return Index,11/4/15,-0.319,0.99681,932.0067%
S&P 500 Total Return Index,11/5/15,-0.0927,0.999073,931.0500%
S&P 500 Total Return Index,11/6/15,-0.0233,0.999767,930.8098%
S&P 500 Total Return Index,11/9/15,-0.9617,0.990383,920.8965%
S&P 500 Total Return Index,11/10/15,0.1771,1.001771,922.7045%
S&P 500 Total Return Index,11/11/15,-0.3227,0.996773,919.4042%
S&P 500 Total Return Index,11/12/15,-1.3812,0.986188,905.3242%
S&P 500 Total Return Index,11/13/15,-1.1195,0.988805,894.0696%
S&P 500 Total Return Index,11/16/15,1.5079,1.015079,909.0592%
S&P 500 Total Return Index,11/17/15,-0.1128,0.998872,907.9210%
S&P 500 Total Return Index,11/18/15,1.6244,1.016244,924.2936%
S&P 500 Total Return Index,11/19/15,-0.1081,0.998919,923.1864%
S&P 500 Total Return Index,11/20/15,0.3964,1.003964,927.2423%
S&P 500 Total Return Index,11/23/15,-0.1193,0.998807,926.0168%
S&P 500 Total Return Index,11/24/15,0.1251,1.001251,927.3003%
S&P 500 Total Return Index,11/25/15,-0.0026,0.999974,927.2736%
S&P 500 Total Return Index,11/27/15,0.0813,1.000813,928.1088%
S&P 500 Total Return Index,11/30/15,-0.4589,0.995411,923.3908%
S&P 500 Total Return Index,12/1/15,1.0763,1.010763,934.4056%
S&P 500 Total Return Index,12/2/15,-1.0765,0.989235,923.2702%
S&P 500 Total Return Index,12/3/15,-1.4331,0.985669,908.6057%
S&P 500 Total Return Index,12/4/15,2.0532,1.020532,929.3144%
S&P 500 Total Return Index,12/7/15,-0.6914,0.993086,922.1977%
S&P 500 Total Return Index,12/8/15,-0.6402,0.993598,915.6536%
S&P 500 Total Return Index,12/9/15,-0.7676,0.992324,907.8575%
S&P 500 Total Return Index,12/10/15,0.2361,1.002361,910.2370%
S&P 500 Total Return Index,12/11/15,-1.9265,0.980735,890.7748%
S&P 500 Total Return Index,12/14/15,0.4823,1.004823,895.5533%
S&P 500 Total Return Index,12/15/15,1.0627,1.010627,906.1330%
S&P 500 Total Return Index,12/16/15,1.4607,1.014607,920.8296%
S&P 500 Total Return Index,12/17/15,-1.4887,0.985113,905.6325%
S&P 500 Total Return Index,12/18/15,-1.7796,0.982204,887.7363%
S&P 500 Total Return Index,12/21/15,0.7896,1.007896,895.5355%
S&P 500 Total Return Index,12/22/15,0.8922,1.008922,904.4176%
S&P 500 Total Return Index,12/23/15,1.2496,1.012496,916.9688%
S&P 500 Total Return Index,12/24/15,-0.1596,0.998404,915.3458%
S&P 500 Total Return Index,12/28/15,-0.2173,0.997827,913.1394%
S&P 500 Total Return Index,12/29/15,1.0825,1.010825,924.1066%
S&P 500 Total Return Index,12/30/15,-0.7116,0.992884,916.8191%
S&P 500 Total Return Index,12/31/15,-0.9409,0.990591,907.2518%
S&P 500 Total Return Index,1/4/16,-1.5075,0.984925,892.0675%
S&P 500 Total Return Index,1/5/16,0.2014,1.002014,894.0656%
S&P 500 Total Return Index,1/6/16,-1.2761,0.987239,881.3803%
S&P 500 Total Return Index,1/7/16,-2.3674,0.976326,858.1471%
S&P 500 Total Return Index,1/8/16,-1.0833,0.989167,847.7675%
S&P 500 Total Return Index,1/11/16,0.0851,1.000851,848.5740%
S&P 500 Total Return Index,1/12/16,0.7805,1.007805,855.9776%
S&P 500 Total Return Index,1/13/16,-2.4852,0.975148,832.2197%
S&P 500 Total Return Index,1/14/16,1.6712,1.016712,847.7989%
S&P 500 Total Return Index,1/15/16,-2.1557,0.978443,827.3672%
S&P 500 Total Return Index,1/19/16,0.0537,1.000537,827.8652%
S&P 500 Total Return Index,1/20/16,-1.1547,0.988453,817.1512%
S&P 500 Total Return Index,1/21/16,0.5227,1.005227,821.9451%
S&P 500 Total Return Index,1/22/16,2.0286,1.020286,840.6477%
S&P 500 Total Return Index,1/25/16,-1.5632,0.984368,825.9435%
S&P 500 Total Return Index,1/26/16,1.4147,1.014147,839.0428%
S&P 500 Total Return Index,1/27/16,-1.08,0.9892,828.9012%
S&P 500 Total Return Index,1/28/16,0.5618,1.005618,834.1197%
S&P 500 Total Return Index,1/29/16,2.4782,1.024782,857.2691%
S&P 500 Total Return Index,2/1/16,-0.0413,0.999587,856.8737%
S&P 500 Total Return Index,2/2/16,-1.8714,0.981286,838.9668%
S&P 500 Total Return Index,2/3/16,0.5336,1.005336,843.9771%
S&P 500 Total Return Index,2/4/16,0.1726,1.001726,845.6064%
S&P 500 Total Return Index,2/5/16,-1.8427,0.981573,828.1817%
S&P 500 Total Return Index,2/8/16,-1.4062,0.985938,815.1296%
S&P 500 Total Return Index,2/9/16,-0.0455,0.999545,814.7133%
S&P 500 Total Return Index,2/10/16,0.0156,1.000156,814.8560%
S&P 500 Total Return Index,2/11/16,-1.2115,0.987885,803.7725%
S&P 500 Total Return Index,2/12/16,1.9624,1.019624,821.5081%
S&P 500 Total Return Index,2/16/16,1.6852,1.016852,837.0374%
S&P 500 Total Return Index,2/17/16,1.6584,1.016584,852.5772%
S&P 500 Total Return Index,2/18/16,-0.4612,0.995388,848.1839%
S&P 500 Total Return Index,2/19/16,0.012,1.00012,848.2977%
S&P 500 Total Return Index,2/22/16,1.4453,1.014453,862.0034%
S&P 500 Total Return Index,2/23/16,-1.2395,0.987605,850.0794%
S&P 500 Total Return Index,2/24/16,0.4491,1.004491,854.3462%
S&P 500 Total Return Index,2/25/16,1.1591,1.011591,865.4080%
S&P 500 Total Return Index,2/26/16,-0.1753,0.998247,863.7157%
S&P 500 Total Return Index,2/29/16,-0.803,0.99197,855.9770%
S&P 500 Total Return Index,3/1/16,2.3887,1.023887,878.8125%
S&P 500 Total Return Index,3/2/16,0.4279,1.004279,883.0008%
S&P 500 Total Return Index,3/3/16,0.3601,1.003601,886.5406%
S&P 500 Total Return Index,3/4/16,0.3326,1.003326,889.8218%
S&P 500 Total Return Index,3/7/16,0.0953,1.000953,890.7651%
S&P 500 Total Return Index,3/8/16,-1.1056,0.988944,879.8112%
S&P 500 Total Return Index,3/9/16,0.5227,1.005227,884.9327%
S&P 500 Total Return Index,3/10/16,0.0219,1.000219,885.1484%
S&P 500 Total Return Index,3/11/16,1.6676,1.016676,901.5767%
S&P 500 Total Return Index,3/14/16,-0.1195,0.998805,900.3798%
S&P 500 Total Return Index,3/15/16,-0.1821,0.998179,898.5582%
S&P 500 Total Return Index,3/16/16,0.5667,1.005667,904.2170%
S&P 500 Total Return Index,3/17/16,0.6606,1.006606,910.8508%
S&P 500 Total Return Index,3/18/16,0.4404,1.004404,915.3026%
S&P 500 Total Return Index,3/21/16,0.0992,1.000992,916.3098%
S&P 500 Total Return Index,3/22/16,-0.0724,0.999276,915.5740%
S&P 500 Total Return Index,3/23/16,-0.6384,0.993616,909.0906%
S&P 500 Total Return Index,3/24/16,-0.0376,0.999624,908.7112%
S&P 500 Total Return Index,3/28/16,0.0554,1.000554,909.2700%
S&P 500 Total Return Index,3/29/16,0.902,1.00902,918.3736%
S&P 500 Total Return Index,3/30/16,0.4454,1.004454,922.9094%
S&P 500 Total Return Index,3/31/16,-0.2036,0.997964,920.8268%
S&P 500 Total Return Index,4/1/16,0.6339,1.006339,927.2978%
S&P 500 Total Return Index,4/4/16,-0.2992,0.997008,924.2241%
S&P 500 Total Return Index,4/5/16,-1.0142,0.989858,913.8365%
S&P 500 Total Return Index,4/6/16,1.0872,1.010872,924.8589%
S&P 500 Total Return Index,4/7/16,-1.1941,0.988059,912.6210%
S&P 500 Total Return Index,4/8/16,0.2795,1.002795,915.4513%
S&P 500 Total Return Index,4/11/16,-0.2738,0.997262,912.6710%
S&P 500 Total Return Index,4/12/16,0.9695,1.009695,922.4889%
S&P 500 Total Return Index,4/13/16,1.019,1.01019,932.9080%
S&P 500 Total Return Index,4/14/16,0.0276,1.000276,933.1931%
S&P 500 Total Return Index,4/15/16,-0.0985,0.999015,932.1754%
S&P 500 Total Return Index,4/18/16,0.656,1.00656,938.9465%
S&P 500 Total Return Index,4/19/16,0.3082,1.003082,942.1485%
S&P 500 Total Return Index,4/20/16,0.0819,1.000819,943.0020%
S&P 500 Total Return Index,4/21/16,-0.5168,0.994832,937.6118%
S&P 500 Total Return Index,4/22/16,0.0051,1.000051,937.6647%
S&P 500 Total Return Index,4/25/16,-0.1808,0.998192,935.7886%
S&P 500 Total Return Index,4/26/16,0.187,1.00187,937.7255%
S&P 500 Total Return Index,4/27/16,0.1725,1.001725,939.5156%
S&P 500 Total Return Index,4/28/16,-0.9163,0.990837,929.9905%
S&P 500 Total Return Index,4/29/16,-0.5054,0.994946,924.7850%
S&P 500 Total Return Index,5/2/16,0.7819,1.007819,932.7978%
S&P 500 Total Return Index,5/3/16,-0.8651,0.991349,923.8630%
S&P 500 Total Return Index,5/4/16,-0.5723,0.994277,918.0035%
S&P 500 Total Return Index,5/5/16,0,1,918.0035%
S&P 500 Total Return Index,5/6/16,0.3309,1.003309,921.3720%
S&P 500 Total Return Index,5/9/16,0.0764,1.000764,922.1524%
S&P 500 Total Return Index,5/10/16,1.2503,1.012503,934.9323%
S&P 500 Total Return Index,5/11/16,-0.9041,0.990959,925.5755%
S&P 500 Total Return Index,5/12/16,-0.0072,0.999928,925.5017%
S&P 500 Total Return Index,5/13/16,-0.8399,0.991601,916.8885%
S&P 500 Total Return Index,5/16/16,0.9898,1.009898,926.9536%
S&P 500 Total Return Index,5/17/16,-0.9106,0.990894,917.6022%
S&P 500 Total Return Index,5/18/16,0.0355,1.000355,917.9634%
S&P 500 Total Return Index,5/19/16,-0.3697,0.996303,914.2000%
S&P 500 Total Return Index,5/20/16,0.618,1.00618,920.4678%
S&P 500 Total Return Index,5/23/16,-0.2048,0.997952,918.3779%
S&P 500 Total Return Index,5/24/16,1.3704,1.013704,932.3337%
S&P 500 Total Return Index,5/25/16,0.7036,1.007036,939.5972%
S&P 500 Total Return Index,5/26/16,-0.0071,0.999929,939.5234%
S&P 500 Total Return Index,5/27/16,0.4467,1.004467,944.1670%
S&P 500 Total Return Index,5/31/16,-0.0939,0.999061,943.1865%
S&P 500 Total Return Index,6/1/16,0.1301,1.001301,944.5437%
S&P 500 Total Return Index,6/2/16,0.2942,1.002942,947.6167%
S&P 500 Total Return Index,6/3/16,-0.2901,0.997099,944.5776%
S&P 500 Total Return Index,6/6/16,0.4923,1.004923,949.7200%
S&P 500 Total Return Index,6/7/16,0.1311,1.001311,951.0962%
S&P 500 Total Return Index,6/8/16,0.3516,1.003516,954.7919%
S&P 500 Total Return Index,6/9/16,-0.1674,0.998326,953.0262%
S&P 500 Total Return Index,6/10/16,-0.9161,0.990839,943.3794%
S&P 500 Total Return Index,6/13/16,-0.7818,0.992182,935.2222%
S&P 500 Total Return Index,6/14/16,-0.1731,0.998269,933.4303%
S&P 500 Total Return Index,6/15/16,-0.1762,0.998238,931.6094%
S&P 500 Total Return Index,6/16/16,0.3298,1.003298,935.0116%
S&P 500 Total Return Index,6/17/16,-0.3254,0.996746,931.6437%
S&P 500 Total Return Index,6/20/16,0.5815,1.005815,937.6427%
S&P 500 Total Return Index,6/21/16,0.2802,1.002802,940.5502%
S&P 500 Total Return Index,6/22/16,-0.1644,0.998356,938.8395%
S&P 500 Total Return Index,6/23/16,1.3378,1.013378,952.7371%
S&P 500 Total Return Index,6/24/16,-3.5922,0.964078,914.9207%
S&P 500 Total Return Index,6/27/16,-1.8095,0.981905,896.5557%
S&P 500 Total Return Index,6/28/16,1.7992,1.017992,914.4857%
S&P 500 Total Return Index,6/29/16,1.716,1.01716,931.8943%
S&P 500 Total Return Index,6/30/16,1.3565,1.013565,945.8919%
S&P 500 Total Return Index,7/1/16,0.2134,1.002134,948.1239%
S&P 500 Total Return Index,7/5/16,-0.678,0.99322,941.0176%
S&P 500 Total Return Index,7/6/16,0.5707,1.005707,946.9587%
S&P 500 Total Return Index,7/7/16,-0.0773,0.999227,946.1494%
S&P 500 Total Return Index,7/8/16,1.5258,1.015258,962.1115%
S&P 500 Total Return Index,7/11/16,0.341,1.00341,965.7333%
S&P 500 Total Return Index,7/12/16,0.7014,1.007014,973.2084%
S&P 500 Total Return Index,7/13/16,0.0226,1.000226,973.4509%
S&P 500 Total Return Index,7/14/16,0.5281,1.005281,979.1198%
S&P 500 Total Return Index,7/15/16,-0.0926,0.999074,978.1206%
S&P 500 Total Return Index,7/18/16,0.2423,1.002423,980.7329%
S&P 500 Total Return Index,7/19/16,-0.1412,0.998588,979.2069%
S&P 500 Total Return Index,7/20/16,0.4396,1.004396,983.9511%
S&P 500 Total Return Index,7/21/16,-0.3596,0.996404,980.0532%
S&P 500 Total Return Index,7/22/16,0.4559,1.004559,984.9771%
S&P 500 Total Return Index,7/25/16,-0.3005,0.996995,981.7168%
S&P 500 Total Return Index,7/26/16,0.0351,1.000351,982.0965%
S&P 500 Total Return Index,7/27/16,-0.1159,0.998841,980.8423%
S&P 500 Total Return Index,7/28/16,0.1692,1.001692,982.6711%
S&P 500 Total Return Index,7/29/16,0.1646,1.001646,984.4532%
S&P 500 Total Return Index,8/1/16,-0.1271,0.998729,983.0748%
S&P 500 Total Return Index,8/2/16,-0.6334,0.993666,976.2146%
S&P 500 Total Return Index,8/3/16,0.3441,1.003441,979.9179%
S&P 500 Total Return Index,8/4/16,0.0466,1.000466,980.4211%
S&P 500 Total Return Index,8/5/16,0.8624,1.008624,989.7387%
S&P 500 Total Return Index,8/8/16,-0.0815,0.999185,988.8505%
S&P 500 Total Return Index,8/9/16,0.0428,1.000428,989.3166%
S&P 500 Total Return Index,8/10/16,-0.2495,0.997505,986.5987%
S&P 500 Total Return Index,8/11/16,0.4868,1.004868,991.8883%
S&P 500 Total Return Index,8/12/16,-0.0746,0.999254,991.0737%
S&P 500 Total Return Index,8/15/16,0.2913,1.002913,994.2520%
S&P 500 Total Return Index,8/16/16,-0.5301,0.994699,988.4514%
S&P 500 Total Return Index,8/17/16,0.2116,1.002116,990.7546%
S&P 500 Total Return Index,8/18/16,0.2228,1.002228,993.1848%
S&P 500 Total Return Index,8/19/16,-0.1304,0.998696,991.7593%
S&P 500 Total Return Index,8/22/16,-0.0546,0.999454,991.1632%
S&P 500 Total Return Index,8/23/16,0.1978,1.001978,993.3215%
S&P 500 Total Return Index,8/24/16,-0.5185,0.994815,987.6526%
S&P 500 Total Return Index,8/25/16,-0.1347,0.998653,986.1875%
S&P 500 Total Return Index,8/26/16,-0.1555,0.998445,984.4985%
S&P 500 Total Return Index,8/29/16,0.5364,1.005364,990.3158%
S&P 500 Total Return Index,8/30/16,-0.1791,0.998209,988.3630%
S&P 500 Total Return Index,8/31/16,-0.2192,0.997808,985.9773%
S&P 500 Total Return Index,9/1/16,-0.0029,0.999971,985.9458%
S&P 500 Total Return Index,9/2/16,0.4255,1.004255,990.5665%
S&P 500 Total Return Index,9/6/16,0.2999,1.002999,993.8371%
S&P 500 Total Return Index,9/7/16,0.0096,1.000096,993.9421%
S&P 500 Total Return Index,9/8/16,-0.218,0.99782,991.5573%
S&P 500 Total Return Index,9/9/16,-2.4511,0.975489,964.8022%
S&P 500 Total Return Index,9/12/16,1.4733,1.014733,980.4899%
S&P 500 Total Return Index,9/13/16,-1.4526,0.985474,964.7947%
S&P 500 Total Return Index,9/14/16,-0.0517,0.999483,964.2442%
S&P 500 Total Return Index,9/15/16,1.0275,1.010275,975.1793%
S&P 500 Total Return Index,9/16/16,-0.3763,0.996237,971.1334%
S&P 500 Total Return Index,9/19/16,-0.0007,0.999993,971.1259%
S&P 500 Total Return Index,9/20/16,0.031,1.00031,971.4580%
S&P 500 Total Return Index,9/21/16,1.0929,1.010929,983.1679%
S&P 500 Total Return Index,9/22/16,0.6516,1.006516,990.2259%
S&P 500 Total Return Index,9/23/16,-0.5734,0.994266,983.9745%
S&P 500 Total Return Index,9/26/16,-0.8505,0.991495,974.7553%
S&P 500 Total Return Index,9/27/16,0.6491,1.006491,981.7315%
S&P 500 Total Return Index,9/28/16,0.5519,1.005519,987.7016%
S&P 500 Total Return Index,9/29/16,-0.9295,0.990705,977.5914%
S&P 500 Total Return Index,9/30/16,0.7971,1.007971,986.1809%
S&P 500 Total Return Index,10/3/16,-0.3138,0.996862,982.7725%
S&P 500 Total Return Index,10/4/16,-0.4859,0.995141,977.5113%
S&P 500 Total Return Index,10/5/16,0.4704,1.004704,982.5799%
S&P 500 Total Return Index,10/6/16,0.0509,1.000509,983.1309%
S&P 500 Total Return Index,10/7/16,-0.3222,0.996778,979.6411%
S&P 500 Total Return Index,10/10/16,0.4607,1.004607,984.6150%
S&P 500 Total Return Index,10/11/16,-1.2442,0.987558,971.1202%
S&P 500 Total Return Index,10/12/16,0.123,1.00123,972.4377%
S&P 500 Total Return Index,10/13/16,-0.3065,0.996935,969.1507%
S&P 500 Total Return Index,10/14/16,0.0205,1.000205,969.3698%
S&P 500 Total Return Index,10/17/16,-0.3009,0.996991,966.1521%
S&P 500 Total Return Index,10/18/16,0.6161,1.006161,972.7207%
S&P 500 Total Return Index,10/19/16,0.2337,1.002337,975.2276%
S&P 500 Total Return Index,10/20/16,-0.1304,0.998696,973.8255%
S&P 500 Total Return Index,10/21/16,-0.0081,0.999919,973.7385%
S&P 500 Total Return Index,10/24/16,0.4755,1.004755,978.8442%
S&P 500 Total Return Index,10/25/16,-0.3767,0.996233,974.7802%
S&P 500 Total Return Index,10/26/16,-0.1726,0.998274,972.9251%
S&P 500 Total Return Index,10/27/16,-0.295,0.99705,969.7600%
S&P 500 Total Return Index,10/28/16,-0.3053,0.996947,966.4940%
S&P 500 Total Return Index,10/31/16,-0.0116,0.999884,966.3703%
S&P 500 Total Return Index,11/1/16,-0.6777,0.993223,959.1435%
S&P 500 Total Return Index,11/2/16,-0.6398,0.993602,952.3671%
S&P 500 Total Return Index,11/3/16,-0.4057,0.995943,948.0976%
S&P 500 Total Return Index,11/4/16,-0.1645,0.998355,946.3735%
S&P 500 Total Return Index,11/7/16,2.2237,1.022237,969.6417%
S&P 500 Total Return Index,11/8/16,0.4265,1.004265,974.2037%
S&P 500 Total Return Index,11/9/16,1.1144,1.011144,986.1747%
S&P 500 Total Return Index,11/10/16,0.2046,1.002046,988.3970%
S&P 500 Total Return Index,11/11/16,-0.1397,0.998603,986.8765%
S&P 500 Total Return Index,11/14/16,0.0029,1.000029,986.9080%
S&P 500 Total Return Index,11/15/16,0.7714,1.007714,995.2924%
S&P 500 Total Return Index,11/16/16,-0.1302,0.998698,993.8663%
S&P 500 Total Return Index,11/17/16,0.4737,1.004737,999.0480%
S&P 500 Total Return Index,11/18/16,-0.2228,0.997772,996.5993%
S&P 500 Total Return Index,11/21/16,0.7475,1.007475,1004.7964%
S&P 500 Total Return Index,11/22/16,0.2212,1.002212,1007.2402%
S&P 500 Total Return Index,11/23/16,0.0843,1.000843,1008.1736%
S&P 500 Total Return Index,11/25/16,0.3932,1.003932,1012.5309%
S&P 500 Total Return Index,11/28/16,-0.5124,0.994876,1006.8303%
S&P 500 Total Return Index,11/29/16,0.1572,1.001572,1008.5703%
S&P 500 Total Return Index,11/30/16,-0.2439,0.997561,1005.8665%
S&P 500 Total Return Index,12/1/16,-0.3475,0.996525,1002.0236%
S&P 500 Total Return Index,12/2/16,0.0397,1.000397,1002.4611%
S&P 500 Total Return Index,12/5/16,0.5919,1.005919,1008.9866%
S&P 500 Total Return Index,12/6/16,0.3439,1.003439,1012.8004%
S&P 500 Total Return Index,12/7/16,1.3358,1.013358,1027.6651%
S&P 500 Total Return Index,12/8/16,0.2258,1.002258,1030.2114%
S&P 500 Total Return Index,12/9/16,0.5949,1.005949,1036.9350%
S&P 500 Total Return Index,12/12/16,-0.1083,0.998917,1035.7037%
S&P 500 Total Return Index,12/13/16,0.6712,1.006712,1043.3266%
S&P 500 Total Return Index,12/14/16,-0.8052,0.991948,1034.1205%
S&P 500 Total Return Index,12/15/16,0.393,1.00393,1038.5776%
S&P 500 Total Return Index,12/16/16,-0.1722,0.998278,1036.6170%
S&P 500 Total Return Index,12/19/16,0.1999,1.001999,1038.8891%
S&P 500 Total Return Index,12/20/16,0.3782,1.003782,1043.1964%
S&P 500 Total Return Index,12/21/16,-0.2423,0.997577,1040.4264%
S&P 500 Total Return Index,12/22/16,-0.1738,0.998262,1038.4443%
S&P 500 Total Return Index,12/23/16,0.1352,1.001352,1039.9835%
S&P 500 Total Return Index,12/27/16,0.2257,1.002257,1042.5565%
S&P 500 Total Return Index,12/28/16,-0.8185,0.991815,1033.2046%
S&P 500 Total Return Index,12/29/16,-0.0247,0.999753,1032.9247%
S&P 500 Total Return Index,12/30/16,-0.459,0.99541,1027.7246%
S&P 500 Total Return Index,1/3/17,0.8512,1.008512,1037.3238%
S&P 500 Total Return Index,1/4/17,0.5949,1.005949,1044.0897%
S&P 500 Total Return Index,1/5/17,-0.076,0.99924,1043.2202%
S&P 500 Total Return Index,1/6/17,0.3827,1.003827,1047.5953%
S&P 500 Total Return Index,1/9/17,-0.3544,0.996456,1043.5283%
