Name,ReferenceDate,DailyReturn,Add1InPercentSpace,Total Return
S&P 500 Total Return Index,1/10/17,0.0005,1.000005,1043.5340%
S&P 500 Total Return Index,1/11/17,0.2923,1.002923,1046.8765%
S&P 500 Total Return Index,1/12/17,-0.2121,0.997879,1044.4440%
S&P 500 Total Return Index,1/13/17,0.1847,1.001847,1046.5578%
S&P 500 Total Return Index,1/17/17,-0.2968,0.997032,1043.1548%
S&P 500 Total Return Index,1/18/17,0.193,1.00193,1045.3611%
S&P 500 Total Return Index,1/19/17,-0.3592,0.996408,1041.2470%
S&P 500 Total Return Index,1/20/17,0.3397,1.003397,1045.1238%
S&P 500 Total Return Index,1/23/17,-0.2663,0.997337,1042.0743%
S&P 500 Total Return Index,1/24/17,0.6568,1.006568,1049.5754%
S&P 500 Total Return Index,1/25/17,0.8027,1.008027,1058.8031%
S&P 500 Total Return Index,1/26/17,-0.0714,0.999286,1057.9757%
S&P 500 Total Return Index,1/27/17,-0.0815,0.999185,1057.0320%
S&P 500 Total Return Index,1/30/17,-0.5964,0.994036,1050.1314%
S&P 500 Total Return Index,1/31/17,-0.0885,0.999115,1049.1135%
S&P 500 Total Return Index,2/1/17,0.0525,1.000525,1049.7168%
S&P 500 Total Return Index,2/2/17,0.063,1.00063,1050.4412%
S&P 500 Total Return Index,2/3/17,0.7354,1.007354,1058.9015%
S&P 500 Total Return Index,2/6/17,-0.2111,0.997889,1056.4551%
S&P 500 Total Return Index,2/7/17,0.0273,1.000273,1056.7708%
S&P 500 Total Return Index,2/8/17,0.1012,1.001012,1057.9414%
S&P 500 Total Return Index,2/9/17,0.5939,1.005939,1064.8184%
S&P 500 Total Return Index,2/10/17,0.3625,1.003625,1069.0409%
S&P 500 Total Return Index,2/13/17,0.5503,1.005503,1075.4741%
S&P 500 Total Return Index,2/14/17,0.4294,1.004294,1080.5216%
S&P 500 Total Return Index,2/15/17,0.5137,1.005137,1086.5860%
S&P 500 Total Return Index,2/16/17,-0.0762,0.999238,1085.6818%
S&P 500 Total Return Index,2/17/17,0.1698,1.001698,1087.6951%
S&P 500 Total Return Index,2/21/17,0.6049,1.006049,1094.8794%
S&P 500 Total Return Index,2/22/17,-0.099,0.99901,1093.6965%
S&P 500 Total Return Index,2/23/17,0.0534,1.000534,1094.3339%
S&P 500 Total Return Index,2/24/17,0.1735,1.001735,1096.4061%
S&P 500 Total Return Index,2/27/17,0.1159,1.001159,1097.7927%
S&P 500 Total Return Index,2/28/17,-0.2548,0.997452,1094.7408%
S&P 500 Total Return Index,3/1/17,1.3854,1.013854,1111.2927%
S&P 500 Total Return Index,3/2/17,-0.5779,0.994221,1104.2926%
S&P 500 Total Return Index,3/3/17,0.0532,1.000532,1104.9333%
S&P 500 Total Return Index,3/6/17,-0.3255,0.996745,1101.0113%
S&P 500 Total Return Index,3/7/17,-0.2846,0.997154,1097.5932%
S&P 500 Total Return Index,3/8/17,-0.1996,0.998004,1095.2028%
S&P 500 Total Return Index,3/9/17,0.0812,1.000812,1096.1733%
S&P 500 Total Return Index,3/10/17,0.3288,1.003288,1100.1063%
S&P 500 Total Return Index,3/13/17,0.0694,1.000694,1100.9392%
S&P 500 Total Return Index,3/14/17,-0.3332,0.996668,1096.9377%
S&P 500 Total Return Index,3/15/17,0.8407,1.008407,1107.0003%
S&P 500 Total Return Index,3/16/17,-0.159,0.99841,1105.0812%
S&P 500 Total Return Index,3/17/17,-0.131,0.99869,1103.5025%
S&P 500 Total Return Index,3/20/17,-0.1982,0.998018,1101.1172%
S&P 500 Total Return Index,3/21/17,-1.2319,0.987681,1086.3206%
S&P 500 Total Return Index,3/22/17,0.1926,1.001926,1088.6055%
S&P 500 Total Return Index,3/23/17,-0.1049,0.998951,1087.3586%
S&P 500 Total Return Index,3/24/17,-0.0846,0.999154,1086.3541%
S&P 500 Total Return Index,3/27/17,-0.1018,0.998982,1085.1464%
S&P 500 Total Return Index,3/28/17,0.7259,1.007259,1093.7494%
S&P 500 Total Return Index,3/29/17,0.1289,1.001289,1095.2881%
S&P 500 Total Return Index,3/30/17,0.2966,1.002966,1098.8334%
S&P 500 Total Return Index,3/31/17,-0.2254,0.997746,1096.1312%
S&P 500 Total Return Index,4/3/17,-0.1593,0.998407,1094.2258%
S&P 500 Total Return Index,4/4/17,0.0722,1.000722,1095.0880%
S&P 500 Total Return Index,4/5/17,-0.2953,0.997047,1091.5589%
S&P 500 Total Return Index,4/6/17,0.2227,1.002227,1094.2125%
S&P 500 Total Return Index,4/7/17,-0.0823,0.999177,1093.2297%
S&P 500 Total Return Index,4/10/17,0.0744,1.000744,1094.1174%
S&P 500 Total Return Index,4/11/17,-0.1293,0.998707,1092.5734%
S&P 500 Total Return Index,4/12/17,-0.3746,0.996254,1088.1060%
S&P 500 Total Return Index,4/13/17,-0.6808,0.993192,1080.0174%
S&P 500 Total Return Index,4/17/17,0.8617,1.008617,1090.1856%
S&P 500 Total Return Index,4/18/17,-0.2877,0.997123,1086.7615%
S&P 500 Total Return Index,4/19/17,-0.1577,0.998423,1084.8899%
S&P 500 Total Return Index,4/20/17,0.7583,1.007583,1093.8750%
S&P 500 Total Return Index,4/21/17,-0.3036,0.996964,1090.2504%
S&P 500 Total Return Index,4/24/17,1.0857,1.010857,1103.1729%
S&P 500 Total Return Index,4/25/17,0.6092,1.006092,1110.5026%
S&P 500 Total Return Index,4/26/17,-0.0475,0.999525,1109.9276%
S&P 500 Total Return Index,4/27/17,0.0656,1.000656,1110.7214%
S&P 500 Total Return Index,4/28/17,-0.1905,0.998095,1108.4149%
S&P 500 Total Return Index,5/1/17,0.1736,1.001736,1110.5127%
S&P 500 Total Return Index,5/2/17,0.1189,1.001189,1111.9520%
S&P 500 Total Return Index,5/3/17,-0.107,0.99893,1110.6553%
S&P 500 Total Return Index,5/4/17,0.0636,1.000636,1111.4252%
S&P 500 Total Return Index,5/5/17,0.4101,1.004101,1116.3933%
S&P 500 Total Return Index,5/8/17,0.0139,1.000139,1116.5624%
S&P 500 Total Return Index,5/9/17,-0.0979,0.999021,1115.3714%
S&P 500 Total Return Index,5/10/17,0.1514,1.001514,1117.2114%
S&P 500 Total Return Index,5/11/17,-0.1841,0.998159,1114.9705%
S&P 500 Total Return Index,5/12/17,-0.146,0.99854,1113.1967%
S&P 500 Total Return Index,5/15/17,0.4899,1.004899,1119.1401%
S&P 500 Total Return Index,5/16/17,-0.0486,0.999514,1118.5476%
S&P 500 Total Return Index,5/17/17,-1.7883,0.982117,1096.7563%
S&P 500 Total Return Index,5/18/17,0.3707,1.003707,1101.1927%
S&P 500 Total Return Index,5/19/17,0.6789,1.006789,1109.3476%
S&P 500 Total Return Index,5/22/17,0.5181,1.005181,1115.6132%
S&P 500 Total Return Index,5/23/17,0.186,1.00186,1117.8743%
S&P 500 Total Return Index,5/24/17,0.2526,1.002526,1120.9506%
S&P 500 Total Return Index,5/25/17,0.4581,1.004581,1126.5438%
S&P 500 Total Return Index,5/26/17,0.0443,1.000443,1127.0872%
S&P 500 Total Return Index,5/30/17,-0.105,0.99895,1125.7987%
S&P 500 Total Return Index,5/31/17,-0.0305,0.999695,1125.4249%
S&P 500 Total Return Index,6/1/17,0.7694,1.007694,1134.8533%
S&P 500 Total Return Index,6/2/17,0.3725,1.003725,1139.4531%
S&P 500 Total Return Index,6/5/17,-0.1182,0.998818,1137.9881%
S&P 500 Total Return Index,6/6/17,-0.2776,0.997224,1134.5514%
S&P 500 Total Return Index,6/7/17,0.1778,1.001778,1136.7465%
S&P 500 Total Return Index,6/8/17,0.0294,1.000294,1137.1101%
S&P 500 Total Return Index,6/9/17,-0.0827,0.999173,1136.0870%
S&P 500 Total Return Index,6/12/17,-0.0906,0.999094,1134.9671%
S&P 500 Total Return Index,6/13/17,0.4768,1.004768,1140.8554%
S&P 500 Total Return Index,6/14/17,-0.0924,0.999076,1139.7088%
S&P 500 Total Return Index,6/15/17,-0.2056,0.997944,1137.1600%
S&P 500 Total Return Index,6/16/17,0.0292,1.000292,1137.5213%
S&P 500 Total Return Index,6/19/17,0.836,1.00836,1147.8669%
S&P 500 Total Return Index,6/20/17,-0.6687,0.993313,1139.5224%
S&P 500 Total Return Index,6/21/17,-0.0493,0.999507,1138.9114%
S&P 500 Total Return Index,6/22/17,-0.0447,0.999553,1138.3576%
S&P 500 Total Return Index,6/23/17,0.156,1.00156,1140.2894%
S&P 500 Total Return Index,6/26/17,0.0327,1.000327,1140.6950%
S&P 500 Total Return Index,6/27/17,-0.8073,0.991927,1130.6788%
S&P 500 Total Return Index,6/28/17,0.9008,1.009008,1141.7648%
S&P 500 Total Return Index,6/29/17,-0.8569,0.991431,1131.1241%
S&P 500 Total Return Index,6/30/17,0.1584,1.001584,1133.0742%
S&P 500 Total Return Index,7/3/17,0.2405,1.002405,1136.0398%
S&P 500 Total Return Index,7/5/17,0.1648,1.001648,1138.0768%
S&P 500 Total Return Index,7/6/17,-0.9009,0.990991,1126.9229%
S&P 500 Total Return Index,7/7/17,0.6415,1.006415,1134.7936%
S&P 500 Total Return Index,7/10/17,0.0933,1.000933,1135.9457%
S&P 500 Total Return Index,7/11/17,-0.077,0.99923,1134.9940%
S&P 500 Total Return Index,7/12/17,0.7393,1.007393,1144.1243%
S&P 500 Total Return Index,7/13/17,0.19,1.0019,1146.4882%
S&P 500 Total Return Index,7/14/17,0.469,1.00469,1152.3342%
S&P 500 Total Return Index,7/17/17,-0.0021,0.999979,1152.3079%
S&P 500 Total Return Index,7/18/17,0.0619,1.000619,1153.0831%
S&P 500 Total Return Index,7/19/17,0.5465,1.005465,1159.9312%
S&P 500 Total Return Index,7/20/17,-0.0086,0.999914,1159.8228%
S&P 500 Total Return Index,7/21/17,-0.037,0.99963,1159.3567%
S&P 500 Total Return Index,7/24/17,-0.104,0.99896,1158.0470%
S&P 500 Total Return Index,7/25/17,0.2921,1.002921,1161.7217%
S&P 500 Total Return Index,7/26/17,0.0286,1.000286,1162.0826%
S&P 500 Total Return Index,7/27/17,-0.0867,0.999133,1160.9883%
S&P 500 Total Return Index,7/28/17,-0.1304,0.998696,1159.3440%
S&P 500 Total Return Index,7/31/17,-0.0724,0.999276,1158.4322%
S&P 500 Total Return Index,8/1/17,0.2453,1.002453,1161.5192%
S&P 500 Total Return Index,8/2/17,0.0683,1.000683,1162.3808%
S&P 500 Total Return Index,8/3/17,-0.1994,0.998006,1159.8636%
S&P 500 Total Return Index,8/4/17,0.1908,1.001908,1162.2674%
S&P 500 Total Return Index,8/7/17,0.1675,1.001675,1164.3817%
S&P 500 Total Return Index,8/8/17,-0.2295,0.997705,1161.4800%
S&P 500 Total Return Index,8/9/17,-0.0247,0.999753,1161.1684%
S&P 500 Total Return Index,8/10/17,-1.4115,0.985885,1143.3670%
S&P 500 Total Return Index,8/11/17,0.1342,1.001342,1145.0356%
S&P 500 Total Return Index,8/14/17,1.0098,1.010098,1157.6080%
S&P 500 Total Return Index,8/15/17,-0.0268,0.999732,1157.2709%
S&P 500 Total Return Index,8/16/17,0.1704,1.001704,1159.4133%
S&P 500 Total Return Index,8/17/17,-1.5393,0.984607,1140.0272%
S&P 500 Total Return Index,8/18/17,-0.1809,0.998191,1137.7840%
S&P 500 Total Return Index,8/21/17,0.1192,1.001192,1139.2594%
S&P 500 Total Return Index,8/22/17,0.9977,1.009977,1151.6235%
S&P 500 Total Return Index,8/23/17,-0.3363,0.996637,1147.4143%
S&P 500 Total Return Index,8/24/17,-0.2056,0.997944,1144.8496%
S&P 500 Total Return Index,8/25/17,0.1785,1.001785,1147.0716%
S&P 500 Total Return Index,8/28/17,0.053,1.00053,1147.7326%
S&P 500 Total Return Index,8/29/17,0.0982,1.000982,1148.9579%
S&P 500 Total Return Index,8/30/17,0.4875,1.004875,1155.0465%
S&P 500 Total Return Index,8/31/17,0.5767,1.005767,1162.2844%
S&P 500 Total Return Index,9/1/17,0.2048,1.002048,1164.8695%
S&P 500 Total Return Index,9/5/17,-0.7552,0.992448,1155.3173%
S&P 500 Total Return Index,9/6/17,0.3137,1.003137,1159.2552%
S&P 500 Total Return Index,9/7/17,0.005,1.00005,1159.3181%
S&P 500 Total Return Index,9/8/17,-0.1446,0.998554,1157.4972%
S&P 500 Total Return Index,9/11/17,1.0853,1.010853,1171.1448%
S&P 500 Total Return Index,9/12/17,0.3423,1.003423,1175.4959%
S&P 500 Total Return Index,9/13/17,0.0771,1.000771,1176.4793%
S&P 500 Total Return Index,9/14/17,-0.0774,0.999226,1175.4913%
S&P 500 Total Return Index,9/15/17,0.1973,1.001973,1178.0079%
S&P 500 Total Return Index,9/18/17,0.1493,1.001493,1179.9159%
S&P 500 Total Return Index,9/19/17,0.112,1.00112,1181.3494%
S&P 500 Total Return Index,9/20/17,0.0636,1.000636,1182.1644%
S&P 500 Total Return Index,9/21/17,-0.3014,0.996986,1178.2999%
S&P 500 Total Return Index,9/22/17,0.067,1.00067,1179.1564%
S&P 500 Total Return Index,9/25/17,-0.2223,0.997777,1176.3128%
S&P 500 Total Return Index,9/26/17,0.0151,1.000151,1176.5056%
S&P 500 Total Return Index,9/27/17,0.4086,1.004086,1181.7214%
S&P 500 Total Return Index,9/28/17,0.1415,1.001415,1183.5350%
S&P 500 Total Return Index,9/29/17,0.3729,1.003729,1188.3213%
S&P 500 Total Return Index,10/2/17,0.3877,1.003877,1193.3161%
S&P 500 Total Return Index,10/3/17,0.2203,1.002203,1196.1653%
S&P 500 Total Return Index,10/4/17,0.1314,1.001314,1197.8685%
S&P 500 Total Return Index,10/5/17,0.582,1.00582,1205.4221%
S&P 500 Total Return Index,10/6/17,-0.0759,0.999241,1204.4312%
S&P 500 Total Return Index,10/9/17,-0.1804,0.998196,1202.0780%
S&P 500 Total Return Index,10/10/17,0.235,1.00235,1205.1379%
S&P 500 Total Return Index,10/11/17,0.1822,1.001822,1207.5159%
S&P 500 Total Return Index,10/12/17,-0.1601,0.998399,1205.4226%
S&P 500 Total Return Index,10/13/17,0.0892,1.000892,1206.5870%
S&P 500 Total Return Index,10/16/17,0.1771,1.001771,1208.9010%
S&P 500 Total Return Index,10/17/17,0.0671,1.000671,1209.7792%
S&P 500 Total Return Index,10/18/17,0.0785,1.000785,1210.8074%
S&P 500 Total Return Index,10/19/17,0.041,1.00041,1211.3448%
S&P 500 Total Return Index,10/20/17,0.5184,1.005184,1218.1428%
S&P 500 Total Return Index,10/23/17,-0.3947,0.996053,1212.9401%
S&P 500 Total Return Index,10/24/17,0.1644,1.001644,1215.0986%
S&P 500 Total Return Index,10/25/17,-0.4664,0.995336,1208.9650%
S&P 500 Total Return Index,10/26/17,0.1271,1.001271,1210.6287%
S&P 500 Total Return Index,10/27/17,0.8074,1.008074,1221.2107%
S&P 500 Total Return Index,10/30/17,-0.3112,0.996888,1217.0991%
S&P 500 Total Return Index,10/31/17,0.0977,1.000977,1218.3859%
S&P 500 Total Return Index,11/1/17,0.1591,1.001591,1220.4835%
S&P 500 Total Return Index,11/2/17,0.0297,1.000297,1220.8756%
S&P 500 Total Return Index,11/3/17,0.3195,1.003195,1225.0958%
S&P 500 Total Return Index,11/6/17,0.1355,1.001355,1226.8913%
S&P 500 Total Return Index,11/7/17,-0.0183,0.999817,1226.6485%
S&P 500 Total Return Index,11/8/17,0.1462,1.001462,1228.5881%
S&P 500 Total Return Index,11/9/17,-0.3517,0.996483,1223.9154%
S&P 500 Total Return Index,11/10/17,-0.0538,0.999462,1223.2032%
S&P 500 Total Return Index,11/13/17,0.1006,1.001006,1224.5343%
S&P 500 Total Return Index,11/14/17,-0.2155,0.997845,1221.6799%
S&P 500 Total Return Index,11/15/17,-0.5299,0.994701,1214.6764%
S&P 500 Total Return Index,11/16/17,0.8525,1.008525,1225.8840%
S&P 500 Total Return Index,11/17/17,-0.259,0.99741,1222.4499%
S&P 500 Total Return Index,11/20/17,0.1307,1.001307,1224.1784%
S&P 500 Total Return Index,11/21/17,0.6557,1.006557,1232.8610%
S&P 500 Total Return Index,11/22/17,-0.0662,0.999338,1231.9787%
S&P 500 Total Return Index,11/24/17,0.2103,1.002103,1234.7798%
S&P 500 Total Return Index,11/27/17,-0.0272,0.999728,1234.4168%
S&P 500 Total Return Index,11/28/17,0.9888,1.009888,1247.6115%
S&P 500 Total Return Index,11/29/17,-0.0241,0.999759,1247.2867%
S&P 500 Total Return Index,11/30/17,0.8561,1.008561,1258.8208%
S&P 500 Total Return Index,12/1/17,-0.1984,0.998016,1256.1249%
S&P 500 Total Return Index,12/4/17,-0.103,0.99897,1254.7281%
S&P 500 Total Return Index,12/5/17,-0.3695,0.996305,1249.7224%
S&P 500 Total Return Index,12/6/17,-0.009,0.99991,1249.6009%
S&P 500 Total Return Index,12/7/17,0.3107,1.003107,1253.7941%
S&P 500 Total Return Index,12/8/17,0.5611,1.005611,1261.3903%
S&P 500 Total Return Index,12/11/17,0.3206,1.003206,1265.7549%
S&P 500 Total Return Index,12/12/17,0.1584,1.001584,1267.9182%
S&P 500 Total Return Index,12/13/17,-0.0439,0.999561,1267.3177%
S&P 500 Total Return Index,12/14/17,-0.39,0.9961,1261.9852%
S&P 500 Total Return Index,12/15/17,0.9028,1.009028,1274.2812%
S&P 500 Total Return Index,12/18/17,0.5405,1.005405,1281.7092%
S&P 500 Total Return Index,12/19/17,-0.3214,0.996786,1277.2684%
S&P 500 Total Return Index,12/20/17,-0.0697,0.999303,1276.3084%
S&P 500 Total Return Index,12/21/17,0.1986,1.001986,1279.0417%
S&P 500 Total Return Index,12/22/17,-0.0453,0.999547,1278.4170%
S&P 500 Total Return Index,12/26/17,-0.101,0.99899,1277.0248%
S&P 500 Total Return Index,12/27/17,0.0861,1.000861,1278.2105%
S&P 500 Total Return Index,12/28/17,0.2023,1.002023,1280.9986%
S&P 500 Total Return Index,12/29/17,-0.5121,0.994879,1273.9265%
S&P 500 Total Return Index,1/2/18,0.8349,1.008349,1285.3974%
S&P 500 Total Return Index,1/3/18,0.64,1.0064,1294.2639%
S&P 500 Total Return Index,1/4/18,0.4236,1.004236,1300.1700%
S&P 500 Total Return Index,1/5/18,0.7033,1.007033,1310.0174%
S&P 500 Total Return Index,1/8/18,0.168,1.00168,1312.3863%
S&P 500 Total Return Index,1/9/18,0.1601,1.001601,1314.6475%
S&P 500 Total Return Index,1/10/18,-0.1105,0.998895,1313.0843%
S&P 500 Total Return Index,1/11/18,0.7112,1.007112,1323.1342%
S&P 500 Total Return Index,1/12/18,0.6753,1.006753,1332.7446%
S&P 500 Total Return Index,1/16/18,-0.3506,0.996494,1327.7214%
S&P 500 Total Return Index,1/17/18,0.9413,1.009413,1341.1605%
S&P 500 Total Return Index,1/18/18,-0.1527,0.998473,1338.9599%
S&P 500 Total Return Index,1/19/18,0.4409,1.004409,1345.3042%
S&P 500 Total Return Index,1/22/18,0.8082,1.008082,1356.9852%
S&P 500 Total Return Index,1/23/18,0.2214,1.002214,1360.2110%
S&P 500 Total Return Index,1/24/18,-0.056,0.99944,1359.3932%
S&P 500 Total Return Index,1/25/18,0.0605,1.000605,1360.2762%
S&P 500 Total Return Index,1/26/18,1.1858,1.011858,1377.5921%
S&P 500 Total Return Index,1/29/18,-0.6673,0.993327,1367.7322%
S&P 500 Total Return Index,1/30/18,-1.083,0.98917,1351.8366%
S&P 500 Total Return Index,1/31/18,0.0517,1.000517,1352.5872%
S&P 500 Total Return Index,2/1/18,-0.0455,0.999545,1351.9263%
S&P 500 Total Return Index,2/2/18,-2.1147,0.978853,1321.2224%
S&P 500 Total Return Index,2/5/18,-4.0976,0.959024,1262.9864%
S&P 500 Total Return Index,2/6/18,1.7551,1.017551,1286.9082%
S&P 500 Total Return Index,2/7/18,-0.4975,0.995025,1280.0083%
S&P 500 Total Return Index,2/8/18,-3.7392,0.962608,1228.4070%
S&P 500 Total Return Index,2/9/18,1.5264,1.015264,1248.6838%
S&P 500 Total Return Index,2/12/18,1.395,1.01395,1267.4980%
S&P 500 Total Return Index,2/13/18,0.2669,1.002669,1271.1478%
S&P 500 Total Return Index,2/14/18,1.3688,1.013688,1289.9161%
S&P 500 Total Return Index,2/15/18,1.2311,1.012311,1307.0274%
S&P 500 Total Return Index,2/16/18,0.0463,1.000463,1307.6788%
S&P 500 Total Return Index,2/20/18,-0.5773,0.994227,1299.5523%
S&P 500 Total Return Index,2/21/18,-0.5476,0.994524,1291.8883%
S&P 500 Total Return Index,2/22/18,0.1059,1.001059,1293.3623%
S&P 500 Total Return Index,2/23/18,1.609,1.01609,1315.7815%
S&P 500 Total Return Index,2/26/18,1.1881,1.011881,1332.6024%
S&P 500 Total Return Index,2/27/18,-1.2564,0.987436,1314.6032%
S&P 500 Total Return Index,2/28/18,-1.0993,0.989007,1299.0525%
S&P 500 Total Return Index,3/1/18,-1.317,0.98683,1280.6270%
S&P 500 Total Return Index,3/2/18,0.5166,1.005166,1287.7593%
S&P 500 Total Return Index,3/5/18,1.1038,1.011038,1303.0774%
S&P 500 Total Return Index,3/6/18,0.2692,1.002692,1306.8545%
S&P 500 Total Return Index,3/7/18,-0.0416,0.999584,1306.2692%
S&P 500 Total Return Index,3/8/18,0.4734,1.004734,1312.9265%
S&P 500 Total Return Index,3/9/18,1.7404,1.017404,1337.5171%
S&P 500 Total Return Index,3/12/18,-0.1271,0.998729,1335.6900%
S&P 500 Total Return Index,3/13/18,-0.6306,0.993694,1326.6365%
S&P 500 Total Return Index,3/14/18,-0.5446,0.994554,1318.8671%
S&P 500 Total Return Index,3/15/18,-0.0721,0.999279,1317.8441%
S&P 500 Total Return Index,3/16/18,0.1738,1.001738,1320.3083%
S&P 500 Total Return Index,3/19/18,-1.4198,0.985802,1300.1427%
S&P 500 Total Return Index,3/20/18,0.15,1.0015,1302.2429%
S&P 500 Total Return Index,3/21/18,-0.1737,0.998263,1299.8072%
S&P 500 Total Return Index,3/22/18,-2.5125,0.974875,1264.6371%
S&P 500 Total Return Index,3/23/18,-2.0954,0.979046,1236.0425%
S&P 500 Total Return Index,3/26/18,2.7157,1.027157,1272.3254%
S&P 500 Total Return Index,3/27/18,-1.7274,0.982726,1248.6198%
S&P 500 Total Return Index,3/28/18,-0.2748,0.997252,1244.9138%
S&P 500 Total Return Index,3/29/18,1.3816,1.013816,1263.4952%
S&P 500 Total Return Index,4/2/18,-2.2327,0.977673,1233.0524%
S&P 500 Total Return Index,4/3/18,1.2656,1.012656,1249.9235%
S&P 500 Total Return Index,4/4/18,1.1639,1.011639,1265.6353%
S&P 500 Total Return Index,4/5/18,0.7008,1.007008,1275.2057%
S&P 500 Total Return Index,4/6/18,-2.1901,0.978099,1245.0873%
S&P 500 Total Return Index,4/9/18,0.3635,1.003635,1249.9767%
S&P 500 Total Return Index,4/10/18,1.6757,1.016757,1272.5982%
S&P 500 Total Return Index,4/11/18,-0.548,0.99452,1265.0764%
S&P 500 Total Return Index,4/12/18,0.8372,1.008372,1276.5048%
S&P 500 Total Return Index,4/13/18,-0.2868,0.997132,1272.5570%
S&P 500 Total Return Index,4/16/18,0.8136,1.008136,1283.7241%
S&P 500 Total Return Index,4/17/18,1.0659,1.010659,1298.4732%
S&P 500 Total Return Index,4/18/18,0.0833,1.000833,1299.6382%
S&P 500 Total Return Index,4/19/18,-0.5602,0.994398,1291.7974%
S&P 500 Total Return Index,4/20/18,-0.8488,0.991512,1279.9838%
S&P 500 Total Return Index,4/23/18,0.0055,1.000055,1280.0597%
S&P 500 Total Return Index,4/24/18,-1.3357,0.986643,1261.6262%
S&P 500 Total Return Index,4/25/18,0.1837,1.001837,1264.1276%
